time	V(bf_source)	V(samplecap)
1.849310719962930e-001	-4.655528619082726e-002	-6.301378560074139e-002
1.850310719962930e-001	-4.653717613688316e-002	-6.299378560074140e-002
1.851310719962930e-001	-4.651906608288563e-002	-6.297378560074139e-002
1.852310719962931e-001	-4.650095602887475e-002	-6.295378560074140e-002
1.853310719962930e-001	-4.648284597502494e-002	-6.293378560074139e-002
1.854310719962930e-001	-4.646473592140474e-002	-6.291378560074139e-002
1.855310719962930e-001	-4.644662586786816e-002	-6.289378560074140e-002
1.856310719962930e-001	-4.642851581439192e-002	-6.287378560074139e-002
1.857310719962931e-001	-4.641040576090939e-002	-6.285378560074140e-002
1.858310719962930e-001	-4.639229570748153e-002	-6.283378560074139e-002
1.859310719962930e-001	-4.637418565434298e-002	-6.281378560074140e-002
1.860310719962930e-001	-4.635607560116584e-002	-6.279378560074139e-002
1.861310719962930e-001	-4.633796554791326e-002	-6.277378560074140e-002
1.862310719962931e-001	-4.631985549499545e-002	-6.275378560074139e-002
1.863310719962930e-001	-4.630174544222308e-002	-6.273378560074139e-002
1.864310719962930e-001	-4.628363538945534e-002	-6.271378560074140e-002
1.865310719962930e-001	-4.626552533663406e-002	-6.269378560074139e-002
1.866310719962930e-001	-4.624741528376657e-002	-6.267378560074140e-002
1.867310719962931e-001	-4.622930523125723e-002	-6.265378560074139e-002
1.868310719962930e-001	-4.621119517884316e-002	-6.263378560074140e-002
1.869310719962930e-001	-4.619308512622611e-002	-6.261378560074139e-002
1.870310719962930e-001	-4.617497507375384e-002	-6.259378560074140e-002
1.871310719962930e-001	-4.615686502138591e-002	-6.257378560074139e-002
1.872310719962930e-001	-4.613875496920277e-002	-6.255378560074139e-002
1.873310719962930e-001	-4.612064491736168e-002	-6.253378560074140e-002
1.874310719962930e-001	-4.610253486541957e-002	-6.251378560074139e-002
1.875310719962930e-001	-4.608442481338487e-002	-6.249378560074139e-002
1.876310719962930e-001	-4.606631476155127e-002	-6.247378560074139e-002
1.877310719962930e-001	-4.604820470963508e-002	-6.245378560074139e-002
1.878310719962930e-001	-4.603009465781809e-002	-6.243378560074139e-002
1.879310719962930e-001	-4.601198460657355e-002	-6.241378560074139e-002
1.880310719962930e-001	-4.599387455527664e-002	-6.239378560074139e-002
1.881310719962930e-001	-4.597576450345326e-002	-6.237378560074140e-002
1.882310719962930e-001	-4.595765445176934e-002	-6.235378560074140e-002
1.883310719962930e-001	-4.593954440066247e-002	-6.233378560074140e-002
1.884310719962930e-001	-4.592143434980022e-002	-6.231378560074139e-002
1.885310719962930e-001	-4.590332429879391e-002	-6.229378560074139e-002
1.886310719962930e-001	-4.588521424763030e-002	-6.227378560074139e-002
1.887310719962930e-001	-4.586710419645592e-002	-6.225378560074139e-002
1.888310719962930e-001	-4.584899414546993e-002	-6.223378560074139e-002
1.889310719962930e-001	-4.583088409482054e-002	-6.221378560074140e-002
1.890310719962930e-001	-4.581277404429611e-002	-6.219378560074140e-002
1.891310719962930e-001	-4.579466399363472e-002	-6.217378560074140e-002
1.892310719962930e-001	-4.577655394283320e-002	-6.215378560074139e-002
1.893310719962930e-001	-4.575844389218154e-002	-6.213378560074139e-002
1.894310719962930e-001	-4.574033384192250e-002	-6.211378560074139e-002
1.895310719962930e-001	-4.572222379177223e-002	-6.209378560074139e-002
1.896310719962930e-001	-4.570411374157295e-002	-6.207378560074139e-002
1.897310719962930e-001	-4.568600369143420e-002	-6.205378560074139e-002
1.898310719962930e-001	-4.566789364149971e-002	-6.203378560074140e-002
1.899310719962930e-001	-4.564978359174863e-002	-6.201378560074140e-002
1.900310719962930e-001	-4.563167354185316e-002	-6.199378560074140e-002
1.901310719962930e-001	-4.561356349195860e-002	-6.197378560074139e-002
1.902310719962930e-001	-4.559545344215651e-002	-6.195378560074139e-002
1.903310719962930e-001	-4.557734339242179e-002	-6.193378560074139e-002
1.904310719962930e-001	-4.555923334306077e-002	-6.191378560074139e-002
1.905310719962930e-001	-4.554112329379522e-002	-6.189378560074139e-002
1.906310719962930e-001	-4.552301324429241e-002	-6.187378560074140e-002
1.907310719962930e-001	-4.550490319492084e-002	-6.185378560074140e-002
1.908310719962930e-001	-4.548679314582709e-002	-6.183378560074140e-002
1.909310719962930e-001	-4.546868309673197e-002	-6.181378560074139e-002
1.910310719962930e-001	-4.545057304752991e-002	-6.179378560074139e-002
1.911310719962930e-001	-4.543246299835359e-002	-6.177378560074139e-002
1.912310719962930e-001	-4.541435294935571e-002	-6.175378560074139e-002
1.913310719962930e-001	-4.539624290051431e-002	-6.173378560074139e-002
1.914310719962930e-001	-4.537813285182514e-002	-6.171378560074139e-002
1.915310719962931e-001	-4.536002280316170e-002	-6.169378560074140e-002
1.916310719962930e-001	-4.534191275443857e-002	-6.167378560074140e-002
1.917310719962930e-001	-4.532380270603855e-002	-6.165378560074140e-002
1.918310719962930e-001	-4.530569265788281e-002	-6.163378560074139e-002
1.919310719962930e-001	-4.528758260943641e-002	-6.161378560074139e-002
1.920310719962931e-001	-4.526947256103005e-002	-6.159378560074139e-002
1.921310719962930e-001	-4.525136251308200e-002	-6.157378560074139e-002
1.922310719962930e-001	-4.523325246509171e-002	-6.155378560074139e-002
1.923310719962930e-001	-4.521514241698599e-002	-6.153378560074140e-002
1.924310719962930e-001	-4.519703236922389e-002	-6.151378560074140e-002
1.925310719962931e-001	-4.517892232151766e-002	-6.149378560074140e-002
1.926310719962930e-001	-4.516081227358032e-002	-6.147378560074139e-002
1.927310719962930e-001	-4.514270222583298e-002	-6.145378560074139e-002
1.928310719962930e-001	-4.512459217839165e-002	-6.143378560074139e-002
1.929310719962930e-001	-4.510648213087960e-002	-6.141378560074139e-002
1.930310719962931e-001	-4.508837208326459e-002	-6.139378560074139e-002
1.931310719962930e-001	-4.507026203597503e-002	-6.137378560074139e-002
1.932310719962930e-001	-4.505215198898107e-002	-6.135378560074140e-002
1.933310719962930e-001	-4.503404194189829e-002	-6.133378560074140e-002
1.934310719962930e-001	-4.501593189467082e-002	-6.131378560074140e-002
1.935310719962930e-001	-4.499782184738278e-002	-6.129378560074139e-002
1.936310719962930e-001	-4.497971180048219e-002	-6.127378560074139e-002
1.937310719962930e-001	-4.496160175400600e-002	-6.125378560074139e-002
1.938310719962930e-001	-4.494349170739116e-002	-6.123378560074139e-002
1.939310719962930e-001	-4.492538166067709e-002	-6.121378560074139e-002
1.940310719962930e-001	-4.490727161397162e-002	-6.119378560074140e-002
1.941310719962930e-001	-4.488916156713187e-002	-6.117378560074140e-002
1.942310719962930e-001	-4.487105152052980e-002	-6.115378560074140e-002
1.943310719962930e-001	-4.485294147447595e-002	-6.113378560074139e-002
1.944310719962930e-001	-4.483483142855197e-002	-6.111378560074139e-002
1.945310719962930e-001	-4.481672138234062e-002	-6.109378560074139e-002
1.946310719962930e-001	-4.479861133602930e-002	-6.107378560074139e-002
1.947310719962930e-001	-4.478050128985926e-002	-6.105378560074139e-002
1.948310719962930e-001	-4.476239124371415e-002	-6.103378560074139e-002
1.949310719962930e-001	-4.474428119775564e-002	-6.101378560074140e-002
1.950310719962930e-001	-4.472617115212991e-002	-6.099378560074140e-002
1.951310719962930e-001	-4.470806110662585e-002	-6.097378560074140e-002
1.952310719962930e-001	-4.468995106130318e-002	-6.095378560074139e-002
1.953310719962930e-001	-4.467184101598155e-002	-6.093378560074139e-002
1.954310719962930e-001	-4.465373097016893e-002	-6.091378560074139e-002
1.955310719962930e-001	-4.463562092438886e-002	-6.089378560074139e-002
1.956310719962930e-001	-4.461751087935834e-002	-6.087378560074139e-002
1.957310719962930e-001	-4.459940083456851e-002	-6.085378560074140e-002
1.958310719962930e-001	-4.458129078952157e-002	-6.083378560074140e-002
1.959310719962930e-001	-4.456318074436637e-002	-6.081378560074140e-002
1.960310719962930e-001	-4.454507069931508e-002	-6.079378560074139e-002
1.961310719962930e-001	-4.452696065443858e-002	-6.077378560074139e-002
1.962310719962930e-001	-4.450885060964072e-002	-6.075378560074139e-002
1.963310719962930e-001	-4.449074056483610e-002	-6.073378560074139e-002
1.964310719962930e-001	-4.447263052019110e-002	-6.071378560074139e-002
1.965310719962930e-001	-4.445452047591986e-002	-6.069378560074139e-002
1.966310719962930e-001	-4.443641043155216e-002	-6.067378560074140e-002
1.967310719962930e-001	-4.441830038682655e-002	-6.065378560074140e-002
1.968310719962930e-001	-4.440019034235917e-002	-6.063378560074140e-002
1.969310719962930e-001	-4.438208029821962e-002	-6.061378560074139e-002
1.970310719962930e-001	-4.436397025410745e-002	-6.059378560074139e-002
1.971310719962930e-001	-4.434586021004754e-002	-6.057378560074139e-002
1.972310719962930e-001	-4.432775016592275e-002	-6.055378560074139e-002
1.973310719962930e-001	-4.430964012203231e-002	-6.053378560074139e-002
1.974310719962930e-001	-4.429153007850259e-002	-6.051378560074140e-002
1.975310719962930e-001	-4.427342003482150e-002	-6.049378560074140e-002
1.976310719962930e-001	-4.425530999120823e-002	-6.047378560074140e-002
1.977310719962930e-001	-4.423719994784459e-002	-6.045378560074139e-002
1.978310719962931e-001	-4.421908990428181e-002	-6.043378560074139e-002
1.979310719962930e-001	-4.420097986056425e-002	-6.041378560074139e-002
1.980310719962930e-001	-4.418286981722090e-002	-6.039378560074139e-002
1.981310719962930e-001	-4.416475977437272e-002	-6.037378560074139e-002
1.982310719962930e-001	-4.414664973142850e-002	-6.035378560074139e-002
1.983310719962931e-001	-4.412853968830105e-002	-6.033378560074140e-002
1.984310719962930e-001	-4.411042964537405e-002	-6.031378560074140e-002
1.985310719962930e-001	-4.409231960244059e-002	-6.029378560074140e-002
1.986310719962930e-001	-4.407420955932190e-002	-6.027378560074139e-002
1.987310719962930e-001	-4.405609951634108e-002	-6.025378560074139e-002
1.988310719962931e-001	-4.403798947383492e-002	-6.023378560074139e-002
1.989310719962930e-001	-4.401987943157563e-002	-6.021378560074139e-002
1.990310719962930e-001	-4.400176938909287e-002	-6.019378560074139e-002
1.991310719962930e-001	-4.398365934648244e-002	-6.017378560074140e-002
1.992310719962930e-001	-4.396554930414268e-002	-6.015378560074140e-002
1.993310719962931e-001	-4.394743926203598e-002	-6.013378560074140e-002
1.994310719962930e-001	-4.392932921990789e-002	-6.011378560074139e-002
1.995310719962930e-001	-4.391121917776725e-002	-6.009378560074139e-002
1.996310719962930e-001	-4.389310913566474e-002	-6.007378560074139e-002
1.997310719962930e-001	-4.387499909379400e-002	-6.005378560074139e-002
1.998310719962931e-001	-4.385688905219597e-002	-6.003378560074139e-002
1.999310719962930e-001	-4.383877901026904e-002	-6.001378560074139e-002
2.000310719962930e-001	-4.382066896820408e-002	-5.999378560074140e-002
2.001310719962930e-001	-4.380255892672785e-002	-5.997378560074140e-002
2.002310719962930e-001	-4.378444888556534e-002	-5.995378560074140e-002
2.003310719962930e-001	-4.376633884430959e-002	-5.993378560074139e-002
2.004310719962930e-001	-4.374822880305576e-002	-5.991378560074139e-002
2.005310719962930e-001	-4.373011876176847e-002	-5.989378560074139e-002
2.006310719962930e-001	-4.371200872028825e-002	-5.987378560074139e-002
2.007310719962930e-001	-4.369389867904447e-002	-5.985378560074139e-002
2.008310719962930e-001	-4.367578863832818e-002	-5.983378560074140e-002
2.009310719962930e-001	-4.365767859756260e-002	-5.981378560074140e-002
2.010310719962930e-001	-4.363956855660314e-002	-5.979378560074140e-002
2.011310719962930e-001	-4.362145851589742e-002	-5.977378560074139e-002
2.012310719962930e-001	-4.360334847527894e-002	-5.975378560074139e-002
2.013310719962930e-001	-4.358523843441729e-002	-5.973378560074139e-002
2.014310719962930e-001	-4.356712839368221e-002	-5.971378560074139e-002
2.015310719962930e-001	-4.354901835332930e-002	-5.969378560074139e-002
2.016310719962930e-001	-4.353090831322156e-002	-5.967378560074139e-002
2.017310719962930e-001	-4.351279827333950e-002	-5.965378560074140e-002
2.018310719962930e-001	-4.349468823325783e-002	-5.963378560074140e-002
2.019310719962930e-001	-4.347657819280495e-002	-5.961378560074140e-002
2.020310719962930e-001	-4.345846815255570e-002	-5.959378560074139e-002
2.021310719962930e-001	-4.344035811259340e-002	-5.957378560074139e-002
2.022310719962930e-001	-4.342224807260481e-002	-5.955378560074139e-002
2.023310719962930e-001	-4.340413803265280e-002	-5.953378560074139e-002
2.024310719962930e-001	-4.338602799303668e-002	-5.951378560074139e-002
2.025310719962930e-001	-4.336791795364172e-002	-5.949378560074140e-002
2.026310719962930e-001	-4.334980791413303e-002	-5.947378560074140e-002
2.027310719962930e-001	-4.333169787461273e-002	-5.945378560074140e-002
2.028310719962930e-001	-4.331358783517002e-002	-5.943378560074139e-002
2.029310719962930e-001	-4.329547779596593e-002	-5.941378560074139e-002
2.030310719962930e-001	-4.327736775697497e-002	-5.939378560074139e-002
2.031310719962930e-001	-4.325925771769923e-002	-5.937378560074139e-002
2.032310719962930e-001	-4.324114767849041e-002	-5.935378560074139e-002
2.033310719962930e-001	-4.322303763973565e-002	-5.933378560074139e-002
2.034310719962930e-001	-4.320492760095973e-002	-5.931378560074140e-002
2.035310719962930e-001	-4.318681756213965e-002	-5.929378560074140e-002
2.036310719962930e-001	-4.316870752355344e-002	-5.927378560074140e-002
2.037310719962930e-001	-4.315059748514865e-002	-5.925378560074139e-002
2.038310719962930e-001	-4.313248744673454e-002	-5.923378560074139e-002
2.039310719962930e-001	-4.311437740824158e-002	-5.921378560074139e-002
2.040310719962930e-001	-4.309626736977656e-002	-5.919378560074139e-002
2.041310719962931e-001	-4.307815733145793e-002	-5.917378560074139e-002
2.042310719962930e-001	-4.306004729319603e-002	-5.915378560074140e-002
2.043310719962930e-001	-4.304193725489850e-002	-5.913378560074140e-002
2.044310719962930e-001	-4.302382721681516e-002	-5.911378560074140e-002
2.045310719962930e-001	-4.300571717897054e-002	-5.909378560074139e-002
2.046310719962931e-001	-4.298760714105172e-002	-5.907378560074139e-002
2.047310719962930e-001	-4.296949710304970e-002	-5.905378560074139e-002
2.048310719962930e-001	-4.295138706531486e-002	-5.903378560074139e-002
2.049310719962930e-001	-4.293327702786914e-002	-5.901378560074139e-002
2.050310719962930e-001	-4.291516699042357e-002	-5.899378560074139e-002
2.051310719962931e-001	-4.289705695293375e-002	-5.897378560074140e-002
2.052310719962930e-001	-4.287894691540319e-002	-5.895378560074140e-002
2.053310719962930e-001	-4.286083687803144e-002	-5.893378560074140e-002
2.054310719962930e-001	-4.284272684104552e-002	-5.891378560074139e-002
2.055310719962930e-001	-4.282461680398870e-002	-5.889378560074139e-002
2.056310719962931e-001	-4.280650676675045e-002	-5.887378560074139e-002
2.057310719962930e-001	-4.278839672980838e-002	-5.885378560074139e-002
2.058310719962930e-001	-4.277028669297481e-002	-5.883378560074139e-002
2.059310719962930e-001	-4.275217665606120e-002	-5.881378560074139e-002
2.060310719962930e-001	-4.273406661925122e-002	-5.879378560074140e-002
2.061310719962931e-001	-4.271595658273134e-002	-5.877378560074140e-002
2.062310719962930e-001	-4.269784654640156e-002	-5.875378560074139e-002
2.063310719962930e-001	-4.267973650981280e-002	-5.873378560074139e-002
2.064310719962930e-001	-4.266162647329851e-002	-5.871378560074139e-002
2.065310719962930e-001	-4.264351643719524e-002	-5.869378560074139e-002
2.066310719962931e-001	-4.262540640103405e-002	-5.867378560074139e-002
2.067310719962930e-001	-4.260729636481068e-002	-5.865378560074139e-002
2.068310719962930e-001	-4.258918632861711e-002	-5.863378560074140e-002
2.069310719962930e-001	-4.257107629247638e-002	-5.861378560074140e-002
2.070310719962930e-001	-4.255296625670694e-002	-5.859378560074140e-002
2.071310719962930e-001	-4.253485622102027e-002	-5.857378560074139e-002
2.072310719962930e-001	-4.251674618515394e-002	-5.855378560074139e-002
2.073310719962930e-001	-4.249863614931434e-002	-5.853378560074139e-002
2.074310719962930e-001	-4.248052611365167e-002	-5.851378560074139e-002
2.075310719962930e-001	-4.246241607828413e-002	-5.849378560074139e-002
2.076310719962930e-001	-4.244430604286886e-002	-5.847378560074139e-002
2.077310719962930e-001	-4.242619600730867e-002	-5.845378560074140e-002
2.078310719962930e-001	-4.240808597212402e-002	-5.843378560074140e-002
2.079310719962930e-001	-4.238997593705255e-002	-5.841378560074139e-002
2.080310719962930e-001	-4.237186590165212e-002	-5.839378560074139e-002
2.081310719962930e-001	-4.235375586637793e-002	-5.837378560074139e-002
2.082310719962930e-001	-4.233564583150579e-002	-5.835378560074139e-002
2.083310719962930e-001	-4.231753579693623e-002	-5.833378560074139e-002
2.084310719962930e-001	-4.229942576253677e-002	-5.831378560074139e-002
2.085310719962930e-001	-4.228131572804081e-002	-5.829378560074140e-002
2.086310719962930e-001	-4.226320569348307e-002	-5.827378560074140e-002
2.087310719962930e-001	-4.224509565895489e-002	-5.825378560074140e-002
2.088310719962930e-001	-4.222698562442157e-002	-5.823378560074139e-002
2.089310719962930e-001	-4.220887558982663e-002	-5.821378560074139e-002
2.090310719962930e-001	-4.219076555531064e-002	-5.819378560074139e-002
2.091310719962930e-001	-4.217265552121643e-002	-5.817378560074139e-002
2.092310719962930e-001	-4.215454548723552e-002	-5.815378560074139e-002
2.093310719962930e-001	-4.213643545314228e-002	-5.813378560074139e-002
2.094310719962930e-001	-4.211832541939964e-002	-5.811378560074140e-002
2.095310719962930e-001	-4.210021538584950e-002	-5.809378560074140e-002
2.096310719962930e-001	-4.208210535199874e-002	-5.807378560074139e-002
2.097310719962930e-001	-4.206399531801295e-002	-5.805378560074139e-002
2.098310719962930e-001	-4.204588528426569e-002	-5.803378560074139e-002
2.099310719962930e-001	-4.202777525075995e-002	-5.801378560074139e-002
2.100310719962930e-001	-4.200966521726075e-002	-5.799378560074139e-002
2.101310719962930e-001	-4.199155518383629e-002	-5.797378560074139e-002
2.102310719962930e-001	-4.197344515054301e-002	-5.795378560074140e-002
2.103310719962930e-001	-4.195533511727034e-002	-5.793378560074140e-002
2.104310719962931e-001	-4.193722508405820e-002	-5.791378560074140e-002
2.105310719962930e-001	-4.191911505095699e-002	-5.789378560074139e-002
2.106310719962930e-001	-4.190100501805648e-002	-5.787378560074139e-002
2.107310719962930e-001	-4.188289498534552e-002	-5.785378560074139e-002
2.108310719962930e-001	-4.186478495262200e-002	-5.783378560074139e-002
2.109310719962931e-001	-4.184667491979821e-002	-5.781378560074139e-002
2.110310719962930e-001	-4.182856488715118e-002	-5.779378560074139e-002
2.111310719962930e-001	-4.181045485466636e-002	-5.777378560074140e-002
2.112310719962930e-001	-4.179234482201923e-002	-5.775378560074140e-002
2.113310719962930e-001	-4.177423478952677e-002	-5.773378560074139e-002
2.114310719962931e-001	-4.175612475738760e-002	-5.771378560074139e-002
2.115310719962930e-001	-4.173801472529675e-002	-5.769378560074139e-002
2.116310719962930e-001	-4.171990469323052e-002	-5.767378560074139e-002
2.117310719962930e-001	-4.170179466116199e-002	-5.765378560074139e-002
2.118310719962930e-001	-4.168368462897381e-002	-5.763378560074139e-002
2.119310719962931e-001	-4.166557459701042e-002	-5.761378560074140e-002
2.120310719962930e-001	-4.164746456562977e-002	-5.759378560074140e-002
2.121310719962930e-001	-4.162935453433365e-002	-5.757378560074140e-002
2.122310719962930e-001	-4.161124450257286e-002	-5.755378560074139e-002
2.123310719962930e-001	-4.159313447070363e-002	-5.753378560074139e-002
2.124310719962931e-001	-4.157502443919291e-002	-5.751378560074139e-002
2.125310719962930e-001	-4.155691440781720e-002	-5.749378560074139e-002
2.126310719962930e-001	-4.153880437624016e-002	-5.747378560074139e-002
2.127310719962930e-001	-4.152069434487436e-002	-5.745378560074139e-002
2.128310719962930e-001	-4.150258431394837e-002	-5.743378560074140e-002
2.129310719962931e-001	-4.148447428292838e-002	-5.741378560074140e-002
2.130310719962930e-001	-4.146636425172441e-002	-5.739378560074139e-002
2.131310719962930e-001	-4.144825422084097e-002	-5.737378560074139e-002
2.132310719962930e-001	-4.143014419031644e-002	-5.735378560074139e-002
2.133310719962930e-001	-4.141203415970689e-002	-5.733378560074139e-002
2.134310719962930e-001	-4.139392412890949e-002	-5.731378560074139e-002
2.135310719962930e-001	-4.137581409813433e-002	-5.729378560074139e-002
2.136310719962930e-001	-4.135770406753973e-002	-5.727378560074140e-002
2.137310719962930e-001	-4.133959403708241e-002	-5.725378560074140e-002
2.138310719962930e-001	-4.132148400668256e-002	-5.723378560074140e-002
2.139310719962930e-001	-4.130337397646284e-002	-5.721378560074139e-002
2.140310719962930e-001	-4.128526394645007e-002	-5.719378560074139e-002
2.141310719962930e-001	-4.126715391656603e-002	-5.717378560074139e-002
2.142310719962930e-001	-4.124904388672698e-002	-5.715378560074139e-002
2.143310719962930e-001	-4.123093385669605e-002	-5.713378560074139e-002
2.144310719962930e-001	-4.121282382660850e-002	-5.711378560074139e-002
2.145310719962930e-001	-4.119471379683214e-002	-5.709378560074140e-002
2.146310719962930e-001	-4.117660376728764e-002	-5.707378560074140e-002
2.147310719962930e-001	-4.115849373779514e-002	-5.705378560074139e-002
2.148310719962930e-001	-4.114038370821405e-002	-5.703378560074139e-002
2.149310719962930e-001	-4.112227367849534e-002	-5.701378560074139e-002
2.150310719962930e-001	-4.110416364890902e-002	-5.699378560074139e-002
2.151310719962930e-001	-4.108605361962384e-002	-5.697378560074139e-002
2.152310719962930e-001	-4.106794359045821e-002	-5.695378560074139e-002
2.153310719962930e-001	-4.104983356136771e-002	-5.693378560074140e-002
2.154310719962930e-001	-4.103172353255692e-002	-5.691378560074140e-002
2.155310719962930e-001	-4.101361350375792e-002	-5.689378560074140e-002
2.156310719962930e-001	-4.099550347461833e-002	-5.687378560074139e-002
2.157310719962930e-001	-4.097739344545178e-002	-5.685378560074139e-002
2.158310719962930e-001	-4.095928341680967e-002	-5.683378560074139e-002
2.159310719962930e-001	-4.094117338859651e-002	-5.681378560074139e-002
2.160310719962930e-001	-4.092306336003491e-002	-5.679378560074139e-002
2.161310719962930e-001	-4.090495333122662e-002	-5.677378560074139e-002
2.162310719962930e-001	-4.088684330288597e-002	-5.675378560074140e-002
2.163310719962930e-001	-4.086873327474588e-002	-5.673378560074140e-002
2.164310719962930e-001	-4.085062324642691e-002	-5.671378560074139e-002
2.165310719962930e-001	-4.083251321836171e-002	-5.669378560074139e-002
2.166310719962930e-001	-4.081440319065017e-002	-5.667378560074139e-002
2.167310719962931e-001	-4.079629316276106e-002	-5.665378560074139e-002
2.168310719962930e-001	-4.077818313466178e-002	-5.663378560074139e-002
2.169310719962930e-001	-4.076007310684270e-002	-5.661378560074139e-002
2.170310719962930e-001	-4.074196307934896e-002	-5.659378560074140e-002
2.171310719962930e-001	-4.072385305180552e-002	-5.657378560074140e-002
2.172310719962931e-001	-4.070574302419916e-002	-5.655378560074140e-002
2.173310719962930e-001	-4.068763299669273e-002	-5.653378560074139e-002
2.174310719962930e-001	-4.066952296924608e-002	-5.651378560074139e-002
2.175310719962930e-001	-4.065141294196472e-002	-5.649378560074139e-002
2.176310719962930e-001	-4.063330291492530e-002	-5.647378560074139e-002
2.177310719962931e-001	-4.061519288791746e-002	-5.645378560074139e-002
2.178310719962930e-001	-4.059708286086334e-002	-5.643378560074139e-002
2.179310719962930e-001	-4.057897283379065e-002	-5.641378560074140e-002
2.180310719962930e-001	-4.056086280689326e-002	-5.639378560074140e-002
2.181310719962930e-001	-4.054275278017622e-002	-5.637378560074139e-002
2.182310719962931e-001	-4.052464275326105e-002	-5.635378560074139e-002
2.183310719962930e-001	-4.050653272650182e-002	-5.633378560074139e-002
2.184310719962930e-001	-4.048842270009866e-002	-5.631378560074139e-002
2.185310719962930e-001	-4.047031267348458e-002	-5.629378560074139e-002
2.186310719962930e-001	-4.045220264687988e-002	-5.627378560074139e-002
2.187310719962931e-001	-4.043409262059076e-002	-5.625378560074140e-002
2.188310719962930e-001	-4.041598259430137e-002	-5.623378560074140e-002
2.189310719962930e-001	-4.039787256809280e-002	-5.621378560074140e-002
2.190310719962930e-001	-4.037976254212310e-002	-5.619378560074139e-002
2.191310719962930e-001	-4.036165251619418e-002	-5.617378560074139e-002
2.192310719962931e-001	-4.034354249030354e-002	-5.615378560074139e-002
2.193310719962930e-001	-4.032543246448133e-002	-5.613378560074139e-002
2.194310719962930e-001	-4.030732243871125e-002	-5.611378560074139e-002
2.195310719962930e-001	-4.028921241311518e-002	-5.609378560074139e-002
2.196310719962930e-001	-4.027110238753759e-002	-5.607378560074140e-002
2.197310719962931e-001	-4.025299236203154e-002	-5.605378560074140e-002
2.198310719962930e-001	-4.023488233668517e-002	-5.603378560074139e-002
2.199310719962930e-001	-4.021677231116094e-002	-5.601378560074139e-002
2.200310719962930e-001	-4.019866228573896e-002	-5.599378560074139e-002
2.201310719962930e-001	-4.018055226064357e-002	-5.597378560074139e-002
2.202310719962930e-001	-4.016244223564110e-002	-5.595378560074139e-002
2.203310719962930e-001	-4.014433221086869e-002	-5.593378560074139e-002
2.204310719962930e-001	-4.012622218603669e-002	-5.591378560074140e-002
2.205310719962930e-001	-4.010811216095015e-002	-5.589378560074140e-002
2.206310719962930e-001	-4.009000213620560e-002	-5.587378560074140e-002
2.207310719962930e-001	-4.007189211178339e-002	-5.585378560074139e-002
2.208310719962930e-001	-4.005378208717189e-002	-5.583378560074139e-002
2.209310719962930e-001	-4.003567206247041e-002	-5.581378560074139e-002
2.210310719962930e-001	-4.001756203801783e-002	-5.579378560074139e-002
2.211310719962930e-001	-3.999945201364116e-002	-5.577378560074139e-002
2.212310719962930e-001	-3.998134198926952e-002	-5.575378560074139e-002
2.213310719962930e-001	-3.996323196531947e-002	-5.573378560074140e-002
2.214310719962930e-001	-3.994512194150209e-002	-5.571378560074140e-002
2.215310719962930e-001	-3.992701191717035e-002	-5.569378560074139e-002
2.216310719962930e-001	-3.990890189264907e-002	-5.567378560074139e-002
2.217310719962930e-001	-3.989079186867493e-002	-5.565378560074139e-002
2.218310719962930e-001	-3.987268184511977e-002	-5.563378560074139e-002
2.219310719962930e-001	-3.985457182150087e-002	-5.561378560074139e-002
2.220310719962930e-001	-3.983646179799850e-002	-5.559378560074139e-002
2.221310719962930e-001	-3.981835177465372e-002	-5.557378560074140e-002
2.222310719962930e-001	-3.980024175107725e-002	-5.555378560074140e-002
2.223310719962930e-001	-3.978213172740402e-002	-5.553378560074140e-002
2.224310719962930e-001	-3.976402170404669e-002	-5.551378560074139e-002
2.225310719962931e-001	-3.974591168084844e-002	-5.549378560074139e-002
2.226310719962930e-001	-3.972780165760795e-002	-5.547378560074139e-002
2.227310719962930e-001	-3.970969163447704e-002	-5.545378560074139e-002
2.228310719962930e-001	-3.969158161139327e-002	-5.543378560074139e-002
2.229310719962930e-001	-3.967347158850947e-002	-5.541378560074139e-002
2.230310719962931e-001	-3.965536156598472e-002	-5.539378560074140e-002
2.231310719962930e-001	-3.963725154348961e-002	-5.537378560074140e-002
2.232310719962930e-001	-3.961914152088155e-002	-5.535378560074139e-002
2.233310719962930e-001	-3.960103149819773e-002	-5.533378560074139e-002
2.234310719962930e-001	-3.958292147569252e-002	-5.531378560074139e-002
2.235310719962931e-001	-3.956481145345906e-002	-5.529378560074139e-002
2.236310719962930e-001	-3.954670143116255e-002	-5.527378560074139e-002
2.237310719962930e-001	-3.952859140887722e-002	-5.525378560074139e-002
2.238310719962930e-001	-3.951048138667090e-002	-5.523378560074140e-002
2.239310719962930e-001	-3.949237136444125e-002	-5.521378560074140e-002
2.240310719962931e-001	-3.947426134251173e-002	-5.519378560074140e-002
2.241310719962930e-001	-3.945615132082862e-002	-5.517378560074139e-002
2.242310719962930e-001	-3.943804129905705e-002	-5.515378560074139e-002
2.243310719962930e-001	-3.941993127729222e-002	-5.513378560074139e-002
2.244310719962930e-001	-3.940182125555910e-002	-5.511378560074139e-002
2.245310719962931e-001	-3.938371123402285e-002	-5.509378560074139e-002
2.246310719962930e-001	-3.936560121278858e-002	-5.507378560074139e-002
2.247310719962930e-001	-3.934749119134699e-002	-5.505378560074140e-002
