Freq.	V(bf_source)/V(samplecap)
1.43438807721200e+004	(-1.08100374544187e+000dB,-9.96841193417830e-002°)
1.44543977074596e+004	(-1.08108589445315e+000dB,-9.92344272160058e-002°)
1.45657661552449e+004	(-1.08116719946616e+000dB,-9.87844071129219e-002°)
1.46779926762210e+004	(-1.08124766375499e+000dB,-9.83341271796134e-002°)
1.47910838816824e+004	(-1.08132729071979e+000dB,-9.78836546821951e-002°)
1.49050464338623e+004	(-1.08140608388330e+000dB,-9.74330560001119e-002°)
1.50198870463252e+004	(-1.08148404688691e+000dB,-9.69823966199196e-002°)
1.51356124843624e+004	(-1.08156118348680e+000dB,-9.65317411298663e-002°)
1.52522295653905e+004	(-1.08163749755039e+000dB,-9.60811532160451e-002°)
1.53697451593531e+004	(-1.08171299305241e+000dB,-9.56306956573680e-002°)
1.54881661891252e+004	(-1.08178767407097e+000dB,-9.51804303233241e-002°)
1.56074996309215e+004	(-1.08186154478431e+000dB,-9.47304181701129e-002°)
1.57277525147070e+004	(-1.08193460946704e+000dB,-9.42807192395648e-002°)
1.58489319246115e+004	(-1.08200687248587e+000dB,-9.38313926565770e-002°)
1.59710449993464e+004	(-1.08207833829743e+000dB,-9.33824966285454e-002°)
1.60940989326257e+004	(-1.08214901144312e+000dB,-9.29340884449054e-002°)
1.62181009735897e+004	(-1.08221889654646e+000dB,-9.24862244767518e-002°)
1.63430584272318e+004	(-1.08228799831044e+000dB,-9.20389601775450e-002°)
1.64689786548291e+004	(-1.08235632151205e+000dB,-9.15923500839058e-002°)
1.65958690743760e+004	(-1.08242387100080e+000dB,-9.11464478177708e-002°)
1.67237371610212e+004	(-1.08249065169459e+000dB,-9.07013060870754e-002°)
1.68525904475079e+004	(-1.08255666857646e+000dB,-9.02569766893307e-002°)
1.69824365246178e+004	(-1.08262192669166e+000dB,-8.98135105134554e-002°)
1.71132830416182e+004	(-1.08268643114432e+000dB,-8.93709575440551e-002°)
1.72451377067124e+004	(-1.08275018709417e+000dB,-8.89293668636593e-002°)
1.73780082874942e+004	(-1.08281319975383e+000dB,-8.84887866580638e-002°)
1.75119026114050e+004	(-1.08287547438549e+000dB,-8.80492642198233e-002°)
1.76468285661954e+004	(-1.08293701629816e+000dB,-8.76108459532661e-002°)
1.77827941003897e+004	(-1.08299783084465e+000dB,-8.71735773797145e-002°)
1.79198072237538e+004	(-1.08305792341875e+000dB,-8.67375031427060e-002°)
1.80578760077676e+004	(-1.08311729945245e+000dB,-8.63026670140104e-002°)
1.81970085861003e+004	(-1.08317596441323e+000dB,-8.58691118986995e-002°)
1.83372131550893e+004	(-1.08323392380142e+000dB,-8.54368798434527e-002°)
1.84784979742234e+004	(-1.08329118314694e+000dB,-8.50060120406567e-002°)
1.86208713666291e+004	(-1.08334774800817e+000dB,-8.45765488375129e-002°)
1.87643417195613e+004	(-1.08340362396783e+000dB,-8.41485297414935e-002°)
1.89089174848969e+004	(-1.08345881663119e+000dB,-8.37219934291110e-002°)
1.90546071796329e+004	(-1.08351333162416e+000dB,-8.32969777520355e-002°)
1.92014193863885e+004	(-1.08356717458978e+000dB,-8.28735197465037e-002°)
1.93493627539100e+004	(-1.08362035118706e+000dB,-8.24516556397025e-002°)
1.94984459975809e+004	(-1.08367286708813e+000dB,-8.20314208595668e-002°)
1.96486778999352e+004	(-1.08372472797604e+000dB,-8.16128500419440e-002°)
1.98000673111743e+004	(-1.08377593954255e+000dB,-8.11959770399495e-002°)
1.99526231496893e+004	(-1.08382650748661e+000dB,-8.07808349320682e-002°)
2.01063544025854e+004	(-1.08387643751162e+000dB,-8.03674560314396e-002°)
2.02612701262119e+004	(-1.08392573532395e+000dB,-7.99558718949496e-002°)
2.04173794466958e+004	(-1.08397440663049e+000dB,-7.95461133316968e-002°)
2.05746915604789e+004	(-1.08402245713736e+000dB,-7.91382104136161e-002°)
2.07332157348601e+004	(-1.08406989254768e+000dB,-7.87321924831545e-002°)
2.08929613085409e+004	(-1.08411671855994e+000dB,-7.83280881641124e-002°)
2.10539376921761e+004	(-1.08416294086638e+000dB,-7.79259253705452e-002°)
2.12161543689274e+004	(-1.08420856515085e+000dB,-7.75257313166000e-002°)
2.13796208950229e+004	(-1.08425359708782e+000dB,-7.71275325262028e-002°)
2.15443469003194e+004	(-1.08429804234023e+000dB,-7.67313548432760e-002°)
2.17103420888701e+004	(-1.08434190655840e+000dB,-7.63372234406820e-002°)
2.18776162394961e+004	(-1.08438519537837e+000dB,-7.59451628309576e-002°)
2.20461792063624e+004	(-1.08442791442037e+000dB,-7.55551968761311e-002°)
2.22160409195587e+004	(-1.08447006928749e+000dB,-7.51673487972952e-002°)
2.23872113856840e+004	(-1.08451166556434e+000dB,-7.47816411851966e-002°)
2.25597006884364e+004	(-1.08455270881582e+000dB,-7.43980960099850e-002°)
2.27335189892069e+004	(-1.08459320458590e+000dB,-7.40167346312595e-002°)
2.29086765276783e+004	(-1.08463315839605e+000dB,-7.36375778081571e-002°)
2.30851836224282e+004	(-1.08467257574478e+000dB,-7.32606457097314e-002°)
2.32630506715369e+004	(-1.08471146210539e+000dB,-7.28859579246398e-002°)
2.34422881531998e+004	(-1.08474982292627e+000dB,-7.25135334715460e-002°)
2.36229066263452e+004	(-1.08478766362871e+000dB,-7.21433908090910e-002°)
2.38049167312558e+004	(-1.08482498960638e+000dB,-7.17755478455947e-002°)
2.39883291901955e+004	(-1.08486180622436e+000dB,-7.14100219496519e-002°)
2.41731548080417e+004	(-1.08489811881832e+000dB,-7.10468299600300e-002°)
2.43594044729209e+004	(-1.08493393269314e+000dB,-7.06859881952176e-002°)
2.45470891568510e+004	(-1.08496925312268e+000dB,-7.03275124637951e-002°)
2.47362199163869e+004	(-1.08500408534847e+000dB,-6.99714180742074e-002°)
2.49268078932724e+004	(-1.08503843457921e+000dB,-6.96177198449071e-002°)
2.51188643150965e+004	(-1.08507230598992e+000dB,-6.92664321132913e-002°)
2.53124004959543e+004	(-1.08510570472127e+000dB,-6.89175687465213e-002°)
2.55074278371143e+004	(-1.08513863587876e+000dB,-6.85711431507479e-002°)
2.57039578276893e+004	(-1.08517110453216e+000dB,-6.82271682808482e-002°)
2.59020020453139e+004	(-1.08520311571543e+000dB,-6.78856566498882e-002°)
2.61015721568261e+004	(-1.08523467442478e+000dB,-6.75466203386884e-002°)
2.63026799189545e+004	(-1.08526578561966e+000dB,-6.72100710055029e-002°)
2.65053371790115e+004	(-1.08529645422112e+000dB,-6.68760198952552e-002°)
2.67095558755906e+004	(-1.08532668511178e+000dB,-6.65444778489646e-002°)
2.69153480392699e+004	(-1.08535648313569e+000dB,-6.62154553128254e-002°)
2.71227257933210e+004	(-1.08538585309687e+000dB,-6.58889623477132e-002°)
2.73317013544231e+004	(-1.08541479975990e+000dB,-6.55650086381940e-002°)
2.75422870333824e+004	(-1.08544332784933e+000dB,-6.52436035011243e-002°)
2.77544952358579e+004	(-1.08547144204877e+000dB,-6.49247558953337e-002°)
2.79683384630916e+004	(-1.08549914700121e+000dB,-6.46084744299777e-002°)
2.81838293126453e+004	(-1.08552644730832e+000dB,-6.42947673734350e-002°)
2.84009804791429e+004	(-1.08555334753017e+000dB,-6.39836426626109e-002°)
2.86198047550179e+004	(-1.08557985218537e+000dB,-6.36751079102685e-002°)
2.88403150312669e+004	(-1.08560596575018e+000dB,-6.33691704148378e-002°)
2.90625242982095e+004	(-1.08563169265881e+000dB,-6.30658371685448e-002°)
2.92864456462532e+004	(-1.08565703730296e+000dB,-6.27651148650037e-002°)
2.95120922666647e+004	(-1.08568200403178e+000dB,-6.24670099089112e-002°)
2.97394774523469e+004	(-1.08570659715169e+000dB,-6.21715284228576e-002°)
2.99686145986221e+004	(-1.08573082092592e+000dB,-6.18786762565594e-002°)
3.01995172040210e+004	(-1.08575467957502e+000dB,-6.15884589937361e-002°)
3.04321988710781e+004	(-1.08577817727622e+000dB,-6.13008819611393e-002°)
3.06666733071327e+004	(-1.08580131816334e+000dB,-6.10159502357444e-002°)
3.09029543251368e+004	(-1.08582410632742e+000dB,-6.07336686530364e-002°)
3.11410558444685e+004	(-1.08584654581531e+000dB,-6.04540418133463e-002°)
3.13809918917522e+004	(-1.08586864063101e+000dB,-6.01770740916707e-002°)
3.16227766016847e+004	(-1.08589039473547e+000dB,-5.99027696426112e-002°)
3.18664242178682e+004	(-1.08591181204530e+000dB,-5.96311324099715e-002°)
3.21119490936492e+004	(-1.08593289643430e+000dB,-5.93621661324932e-002°)
3.23593656929638e+004	(-1.08595365173272e+000dB,-5.90958743519558e-002°)
3.26086885911903e+004	(-1.08597408172722e+000dB,-5.88322604199443e-002°)
3.28599324760075e+004	(-1.08599419016165e+000dB,-5.85713275047032e-002°)
3.31131121482601e+004	(-1.08601398073608e+000dB,-5.83130785988612e-002°)
3.33682425228304e+004	(-1.08603345710755e+000dB,-5.80575165252842e-002°)
3.36253386295173e+004	(-1.08605262289003e+000dB,-5.78046439441958e-002°)
3.38844156139213e+004	(-1.08607148165475e+000dB,-5.75544633603715e-002°)
3.41454887383370e+004	(-1.08609003692946e+000dB,-5.73069771292415e-002°)
3.44085733826524e+004	(-1.08610829219964e+000dB,-5.70621874630704e-002°)
3.46736850452542e+004	(-1.08612625090771e+000dB,-5.68200964382526e-002°)
3.49408393439417e+004	(-1.08614391645387e+000dB,-5.65807060010838e-002°)
3.52100520168462e+004	(-1.08616129219567e+000dB,-5.63440179740436e-002°)
3.54813389233586e+004	(-1.08617838144879e+000dB,-5.61100340621082e-002°)
3.57547160450632e+004	(-1.08619518748658e+000dB,-5.58787558582864e-002°)
3.60301994866796e+004	(-1.08621171354062e+000dB,-5.56501848509601e-002°)
3.63078054770112e+004	(-1.08622796280061e+000dB,-5.54243224286670e-002°)
3.65875503699014e+004	(-1.08624393841507e+000dB,-5.52011698857411e-002°)
3.68694506451969e+004	(-1.08625964349082e+000dB,-5.49807284293637e-002°)
3.71535229097184e+004	(-1.08627508109392e+000dB,-5.47629991838738e-002°)
3.74397838982393e+004	(-1.08629025424922e+000dB,-5.45479831976481e-002°)
3.77282504744711e+004	(-1.08630516594114e+000dB,-5.43356814470258e-002°)
3.80189396320573e+004	(-1.08631981911358e+000dB,-5.41260948438599e-002°)
3.83118684955741e+004	(-1.08633421667005e+000dB,-5.39192242394199e-002°)
3.86070543215393e+004	(-1.08634836147426e+000dB,-5.37150704293489e-002°)
3.89045144994293e+004	(-1.08636225634991e+000dB,-5.35136341610106e-002°)
3.92042665527027e+004	(-1.08637590408155e+000dB,-5.33149161365272e-002°)
3.95063281398336e+004	(-1.08638930741433e+000dB,-5.31189170180081e-002°)
3.98107170553510e+004	(-1.08640246905442e+000dB,-5.29256374351207e-002°)
4.01174512308875e+004	(-1.08641539166892e+000dB,-5.27350779866724e-002°)
4.04265487362357e+004	(-1.08642807788715e+000dB,-5.25472392471958e-002°)
4.07380277804125e+004	(-1.08644053029956e+000dB,-5.23621217726775e-002°)
4.10519067127321e+004	(-1.08645275145913e+000dB,-5.21797261033455e-002°)
4.13682040238864e+004	(-1.08646474388103e+000dB,-5.20000527700527e-002°)
4.16869383470348e+004	(-1.08647651004320e+000dB,-5.18231022973694e-002°)
4.20081284589020e+004	(-1.08648805238617e+000dB,-5.16488752100948e-002°)
4.23317932808834e+004	(-1.08649937331430e+000dB,-5.14773720363259e-002°)
4.26579518801606e+004	(-1.08651047519463e+000dB,-5.13085933120351e-002°)
4.29866234708241e+004	(-1.08652136035905e+000dB,-5.11425395862393e-002°)
4.33178274150055e+004	(-1.08653203110266e+000dB,-5.09792114252480e-002°)
4.36515832240180e+004	(-1.08654248968573e+000dB,-5.08186094160366e-002°)
4.39879105595057e+004	(-1.08655273833245e+000dB,-5.06607341713682e-002°)
4.43268292346023e+004	(-1.08656277923296e+000dB,-5.05055863339893e-002°)
4.46683592150977e+004	(-1.08657261454189e+000dB,-5.03531665803994e-002°)
4.50125206206148e+004	(-1.08658224638026e+000dB,-5.02034756254414e-002°)
4.53593337257942e+004	(-1.08659167683461e+000dB,-5.00565142256513e-002°)
4.57088189614890e+004	(-1.08660090795813e+000dB,-4.99122831835931e-002°)
4.60609969159681e+004	(-1.08660994177047e+000dB,-4.97707833522225e-002°)
4.64158883361293e+004	(-1.08661878025804e+000dB,-4.96320156380983e-002°)
4.67735141287213e+004	(-1.08662742537518e+000dB,-4.94959810059681e-002°)
4.71338953615756e+004	(-1.08663587904309e+000dB,-4.93626804819161e-002°)
4.74970532648471e+004	(-1.08664414315137e+000dB,-4.92321151575655e-002°)
4.78630092322654e+004	(-1.08665221955793e+000dB,-4.91042861932672e-002°)
4.82317848223946e+004	(-1.08666011008935e+000dB,-4.89791948226542e-002°)
4.86034017599038e+004	(-1.08666781654075e+000dB,-4.88568423557088e-002°)
4.89778819368462e+004	(-1.08667534067696e+000dB,-4.87372301821012e-002°)
4.93552474139497e+004	(-1.08668268423249e+000dB,-4.86203597757732e-002°)
4.97355204219156e+004	(-1.08668984891154e+000dB,-4.85062326972888e-002°)
5.01187233627289e+004	(-1.08669683638902e+000dB,-4.83948505977615e-002°)
5.05048788109775e+004	(-1.08670364831029e+000dB,-4.82862152226761e-002°)
5.08940095151826e+004	(-1.08671028629187e+000dB,-4.81803284149749e-002°)
5.12861383991382e+004	(-1.08671675192158e+000dB,-4.80771921185879e-002°)
5.16812885632621e+004	(-1.08672304675912e+000dB,-4.79768083811794e-002°)
5.20794832859564e+004	(-1.08672917233637e+000dB,-4.78791793582082e-002°)
5.24807460249790e+004	(-1.08673513015742e+000dB,-4.77843073161990e-002°)
5.28851004188256e+004	(-1.08674092169950e+000dB,-4.76921946350811e-002°)
5.32925702881218e+004	(-1.08674654841266e+000dB,-4.76028438123947e-002°)
5.37031796370271e+004	(-1.08675201172109e+000dB,-4.75162574668626e-002°)
5.41169526546482e+004	(-1.08675731302226e+000dB,-4.74324383388750e-002°)
5.45339137164646e+004	(-1.08676245368856e+000dB,-4.73513892974725e-002°)
5.49540873857643e+004	(-1.08676743506673e+000dB,-4.72731133399052e-002°)
5.53774984150908e+004	(-1.08677225847859e+000dB,-4.71976135973608e-002°)
5.58041717477015e+004	(-1.08677692522127e+000dB,-4.71248933366206e-002°)
5.62341325190368e+004	(-1.08678143656802e+000dB,-4.70549559628298e-002°)
5.66674060582011e+004	(-1.08678579376800e+000dB,-4.69878050232402e-002°)
5.71040178894546e+004	(-1.08678999804723e+000dB,-4.69234442100555e-002°)
5.75439937337177e+004	(-1.08679405060841e+000dB,-4.68618773627283e-002°)
5.79873595100851e+004	(-1.08679795263175e+000dB,-4.68031084715803e-002°)
5.84341413373538e+004	(-1.08680170527497e+000dB,-4.67471416805893e-002°)
5.88843655355609e+004	(-1.08680530967428e+000dB,-4.66939812893793e-002°)
5.93380586275348e+004	(-1.08680876694443e+000dB,-4.66436317570154e-002°)
5.97952473404572e+004	(-1.08681207817856e+000dB,-4.65960977042229e-002°)
6.02559586074379e+004	(-1.08681524444942e+000dB,-4.65513839166873e-002°)
6.07202195691009e+004	(-1.08681826681006e+000dB,-4.65094953466897e-002°)
6.11880575751843e+004	(-1.08682114629279e+000dB,-4.64704371176485e-002°)
6.16595001861504e+004	(-1.08682388391108e+000dB,-4.64342145245711e-002°)
6.21345751748097e+004	(-1.08682648065883e+000dB,-4.64008330384347e-002°)
6.26133105279574e+004	(-1.08682893751199e+000dB,-4.63702983080912e-002°)
6.30957344480215e+004	(-1.08683125542796e+000dB,-4.63426161628030e-002°)
6.35818753547245e+004	(-1.08683343534590e+000dB,-4.63177926151605e-002°)
6.40717618867576e+004	(-1.08683547818857e+000dB,-4.62958338638222e-002°)
6.45654229034678e+004	(-1.08683738486122e+000dB,-4.62767462946868e-002°)
6.50628874865580e+004	(-1.08683915625244e+000dB,-4.62605364857522e-002°)
6.55641849418002e+004	(-1.08684079323548e+000dB,-4.62472112069770e-002°)
6.60693448007619e+004	(-1.08684229666704e+000dB,-4.62367774246147e-002°)
6.65783968225460e+004	(-1.08684366738956e+000dB,-4.62292423029593e-002°)
6.70913709955435e+004	(-1.08684490623012e+000dB,-4.62246132062988e-002°)
6.76082975392006e+004	(-1.08684601400170e+000dB,-4.62228977024631e-002°)
6.81292069057986e+004	(-1.08684699150366e+000dB,-4.62241035640653e-002°)
6.86541297822479e+004	(-1.08684783952175e+000dB,-4.62282387706429e-002°)
6.91830970918961e+004	(-1.08684855882889e+000dB,-4.62353115127437e-002°)
6.97161399963492e+004	(-1.08684915018585e+000dB,-4.62453301917528e-002°)
7.02532898973077e+004	(-1.08684961434056e+000dB,-4.62583034240810e-002°)
7.07945784384163e+004	(-1.08684995203063e+000dB,-4.62742400416042e-002°)
7.13400375071282e+004	(-1.08685016398202e+000dB,-4.62931490957535e-002°)
7.18896992365833e+004	(-1.08685025090982e+000dB,-4.63150398584158e-002°)
7.24435960075016e+004	(-1.08685021352005e+000dB,-4.63399218229701e-002°)
7.30017604500904e+004	(-1.08685005250834e+000dB,-4.63678047100789e-002°)
7.35642254459668e+004	(-1.08684976856141e+000dB,-4.63986984654610e-002°)
7.41310241300944e+004	(-1.08684936235781e+000dB,-4.64326132635921e-002°)
7.47021898927359e+004	(-1.08684883456758e+000dB,-4.64695595113367e-002°)
7.52777563814194e+004	(-1.08684818585348e+000dB,-4.65095478465648e-002°)
7.58577575029211e+004	(-1.08684741687114e+000dB,-4.65525891432164e-002°)
7.64422274252628e+004	(-1.08684652826962e+000dB,-4.65986945104984e-002°)
7.70312005797243e+004	(-1.08684552069207e+000dB,-4.66478752973295e-002°)
7.76247116628720e+004	(-1.08684439477617e+000dB,-4.67001430907882e-002°)
7.82227956386031e+004	(-1.08684315115459e+000dB,-4.67555097216558e-002°)
7.88254877402050e+004	(-1.08684179045553e+000dB,-4.68139872631495e-002°)
7.94328234724311e+004	(-1.08684031330364e+000dB,-4.68755880340375e-002°)
8.00448386135921e+004	(-1.08683872031985e+000dB,-4.69403245996306e-002°)
8.06615692176643e+004	(-1.08683701212239e+000dB,-4.70082097735162e-002°)
8.12830516164129e+004	(-1.08683518932738e+000dB,-4.70792566197265e-002°)
8.19093224215328e+004	(-1.08683325254944e+000dB,-4.71534784525594e-002°)
8.25404185268049e+004	(-1.08683120240148e+000dB,-4.72308888398810e-002°)
8.31763771102702e+004	(-1.08682903949648e+000dB,-4.73115016033465e-002°)
8.38172356364193e+004	(-1.08682676444712e+000dB,-4.73953308198095e-002°)
8.44630318584000e+004	(-1.08682437786678e+000dB,-4.74823908233279e-002°)
8.51138038202408e+004	(-1.08682188036975e+000dB,-4.75726962054883e-002°)
8.57695898590926e+004	(-1.08681927257261e+000dB,-4.76662618167259e-002°)
8.64304286074868e+004	(-1.08681655509381e+000dB,-4.77631027682796e-002°)
8.70963589956113e+004	(-1.08681372855489e+000dB,-4.78632344323216e-002°)
8.77674202536039e+004	(-1.08681079358066e+000dB,-4.79666724430639e-002°)
8.84436519138633e+004	(-1.08680775080037e+000dB,-4.80734326980613e-002°)
8.91250938133779e+004	(-1.08680460084790e+000dB,-4.81835313587900e-002°)
8.98117860960728e+004	(-1.08680134436232e+000dB,-4.82969848516922e-002°)
9.05037692151746e+004	(-1.08679798198864e+000dB,-4.84138098694516e-002°)
9.12010839355944e+004	(-1.08679451437861e+000dB,-4.85340233693382e-002°)
9.19037713363294e+004	(-1.08679094219061e+000dB,-4.86576425778179e-002°)
9.26118728128829e+004	(-1.08678726609123e+000dB,-4.87846849870557e-002°)
9.33254300797027e+004	(-1.08678348675526e+000dB,-4.89151683581443e-002°)
9.40444851726388e+004	(-1.08677960486654e+000dB,-4.90491107199714e-002°)
9.47690804514196e+004	(-1.08677562111821e+000dB,-4.91865303706748e-002°)
9.54992586021473e+004	(-1.08677153621401e+000dB,-4.93274458776708e-002°)
9.62350626398125e+004	(-1.08676735086828e+000dB,-4.94718760769443e-002°)
9.69765359108287e+004	(-1.08676306580714e+000dB,-4.96198400742674e-002°)
9.77237220955848e+004	(-1.08675868176824e+000dB,-4.97713572453187e-002°)
9.84766652110196e+004	(-1.08675419950228e+000dB,-4.99264472343273e-002°)
9.92354096132139e+004	(-1.08674961977358e+000dB,-5.00851299555662e-002°)
1.00000000000004e+005	(-1.08674494335979e+000dB,-5.02474255931141e-002°)
1.00770481413614e+005	(-1.08674017105396e+000dB,-5.04133545983264e-002°)
1.01546899243312e+005	(-1.08673530366368e+000dB,-5.05829376930920e-002°)
1.02329299228079e+005	(-1.08673034201269e+000dB,-5.07561958660952e-002°)
1.03117727459310e+005	(-1.08672528694107e+000dB,-5.09331503758885e-002°)
1.03912230383521e+005	(-1.08672013930634e+000dB,-5.11138227457487e-002°)
1.04712854805094e+005	(-1.08671489998349e+000dB,-5.12982347672024e-002°)
1.05519647889028e+005	(-1.08670956986576e+000dB,-5.14864084975942e-002°)
1.06332657163720e+005	(-1.08670414986560e+000dB,-5.16783662593258e-002°)
1.07151930523765e+005	(-1.08669864091492e+000dB,-5.18741306382752e-002°)
1.07977516232775e+005	(-1.08669304396608e+000dB,-5.20737244846000e-002°)
1.08809462926227e+005	(-1.08668735999189e+000dB,-5.22771709099305e-002°)
1.09647819614323e+005	(-1.08668158998685e+000dB,-5.24844932875222e-002°)
1.10492635684880e+005	(-1.08667573496741e+000dB,-5.26957152503924e-002°)
1.11343960906241e+005	(-1.08666979597262e+000dB,-5.29108606903221e-002°)
1.12201845430201e+005	(-1.08666377406467e+000dB,-5.31299537561690e-002°)
1.13066339794968e+005	(-1.08665767032994e+000dB,-5.33530188517731e-002°)
1.13937494928138e+005	(-1.08665148587880e+000dB,-5.35800806360862e-002°)
1.14815362149693e+005	(-1.08664522184678e+000dB,-5.38111640206609e-002°)
1.15699993175026e+005	(-1.08663887939495e+000dB,-5.40462941673274e-002°)
1.16591440117988e+005	(-1.08663245971067e+000dB,-5.42854964871827e-002°)
1.17489755493958e+005	(-1.08662596400742e+000dB,-5.45287966391994e-002°)
1.18394992222935e+005	(-1.08661939352651e+000dB,-5.47762205256905e-002°)
1.19307203632658e+005	(-1.08661274953671e+000dB,-5.50277942942631e-002°)
1.20226443461746e+005	(-1.08660603333541e+000dB,-5.52835443321413e-002°)
1.21152765862864e+005	(-1.08659924624815e+000dB,-5.55434972660987e-002°)
1.22086225405912e+005	(-1.08659238963051e+000dB,-5.58076799595701e-002°)
1.23026877081243e+005	(-1.08658546486761e+000dB,-5.60761195095978e-002°)
1.23974776302899e+005	(-1.08657847337485e+000dB,-5.63488432453968e-002°)
1.24929978911878e+005	(-1.08657141659852e+000dB,-5.66258787256600e-002°)
1.25892541179422e+005	(-1.08656429601640e+000dB,-5.69072537361547e-002°)
1.26862519810331e+005	(-1.08655711313767e+000dB,-5.71929962861601e-002°)
1.27839971946308e+005	(-1.08654986950401e+000dB,-5.74831346062170e-002°)
1.28824955169319e+005	(-1.08654256668959e+000dB,-5.77776971462535e-002°)
1.29817527504990e+005	(-1.08653520630174e+000dB,-5.80767125723362e-002°)
1.30817747426025e+005	(-1.08652778998119e+000dB,-5.83802097618778e-002°)
1.31825673855646e+005	(-1.08652031940273e+000dB,-5.86882178045549e-002°)
1.32841366171071e+005	(-1.08651279627492e+000dB,-5.90007659956401e-002°)
1.33864884207005e+005	(-1.08650522234173e+000dB,-5.93178838341678e-002°)
1.34896288259171e+005	(-1.08649759938140e+000dB,-5.96396010220063e-002°)
1.35935639087858e+005	(-1.08648992920790e+000dB,-5.99659474561829e-002°)
1.36982997921503e+005	(-1.08648221367073e+000dB,-6.02969532302718e-002°)
1.38038426460294e+005	(-1.08647445465523e+000dB,-6.06326486295103e-002°)
1.39101986879811e+005	(-1.08646665408339e+000dB,-6.09730641249278e-002°)
1.40173741834683e+005	(-1.08645881391321e+000dB,-6.13182303748648e-002°)
1.41253754462281e+005	(-1.08645093613981e+000dB,-6.16681782181431e-002°)
1.42342088386440e+005	(-1.08644302279536e+000dB,-6.20229386713681e-002°)
1.43438807721203e+005	(-1.08643507594907e+000dB,-6.23825429269515e-002°)
1.44543977074599e+005	(-1.08642709770774e+000dB,-6.27470223477811e-002°)
1.45657661552452e+005	(-1.08641909021591e+000dB,-6.31164084656255e-002°)
1.46779926762213e+005	(-1.08641105565578e+000dB,-6.34907329761643e-002°)
1.47910838816827e+005	(-1.08640299624780e+000dB,-6.38700277370570e-002°)
1.49050464338626e+005	(-1.08639491425024e+000dB,-6.42543247630749e-002°)
1.50198870463255e+005	(-1.08638681195970e+000dB,-6.46436562238209e-002°)
1.51356124843627e+005	(-1.08637869171140e+000dB,-6.50380544396875e-002°)
1.52522295653908e+005	(-1.08637055587862e+000dB,-6.54375518785227e-002°)
1.53697451593534e+005	(-1.08636240687338e+000dB,-6.58421811526206e-002°)
1.54881661891255e+005	(-1.08635424714616e+000dB,-6.62519750147658e-002°)
1.56074996309218e+005	(-1.08634607918594e+000dB,-6.66669663567440e-002°)
1.57277525147073e+005	(-1.08633790552053e+000dB,-6.70871882025685e-002°)
1.58489319246118e+005	(-1.08632972871620e+000dB,-6.75126737083563e-002°)
1.59710449993467e+005	(-1.08632155137741e+000dB,-6.79434561582314e-002°)
1.60940989326260e+005	(-1.08631337614787e+000dB,-6.83795689599351e-002°)
1.62181009735900e+005	(-1.08630520570900e+000dB,-6.88210456435382e-002°)
1.63430584272321e+005	(-1.08629704278115e+000dB,-6.92679198566077e-002°)
1.64689786548294e+005	(-1.08628889012252e+000dB,-6.97202253635067e-002°)
1.65958690743763e+005	(-1.08628075052994e+000dB,-7.01779960389128e-002°)
1.67237371610215e+005	(-1.08627262683764e+000dB,-7.06412658694267e-002°)
1.68525904475082e+005	(-1.08626452191850e+000dB,-7.11100689465379e-002°)
1.69824365246182e+005	(-1.08625643868257e+000dB,-7.15844394661074e-002°)
1.71132830416185e+005	(-1.08624838007744e+000dB,-7.20644117263687e-002°)
1.72451377067128e+005	(-1.08624034908851e+000dB,-7.25500201225551e-002°)
1.73780082874945e+005	(-1.08623234873775e+000dB,-7.30412991475634e-002°)
1.75119026114053e+005	(-1.08622438208447e+000dB,-7.35382833881889e-002°)
1.76468285661958e+005	(-1.08621645222474e+000dB,-7.40410075210744e-002°)
1.77827941003900e+005	(-1.08620856229058e+000dB,-7.45495063144699e-002°)
1.79198072237541e+005	(-1.08620071545051e+000dB,-7.50638146229672e-002°)
1.80578760077680e+005	(-1.08619291490894e+000dB,-7.55839673864972e-002°)
1.81970085861006e+005	(-1.08618516390585e+000dB,-7.61099996292982e-002°)
1.83372131550896e+005	(-1.08617746571638e+000dB,-7.66419464562722e-002°)
1.84784979742237e+005	(-1.08616982365096e+000dB,-7.71798430539917e-002°)
1.86208713666295e+005	(-1.08616224105441e+000dB,-7.77237246856089e-002°)
1.87643417195617e+005	(-1.08615472130609e+000dB,-7.82736266944691e-002°)
1.89089174848972e+005	(-1.08614726781907e+000dB,-7.88295844982930e-002°)
1.90546071796333e+005	(-1.08613988404061e+000dB,-7.93916335901414e-002°)
1.92014193863889e+005	(-1.08613257345068e+000dB,-7.99598095381306e-002°)
1.93493627539104e+005	(-1.08612533956255e+000dB,-8.05341479828184e-002°)
1.94984459975813e+005	(-1.08611818592225e+000dB,-8.11146846381181e-002°)
1.96486778999355e+005	(-1.08611111610729e+000dB,-8.17014552901299e-002°)
1.98000673111747e+005	(-1.08610413372778e+000dB,-8.22944957964403e-002°)
1.99526231496897e+005	(-1.08609724242510e+000dB,-8.28938420872139e-002°)
2.01063544025858e+005	(-1.08609044587126e+000dB,-8.34995301636536e-002°)
2.02612701262123e+005	(-1.08608374776963e+000dB,-8.41115960985702e-002°)
2.04173794466962e+005	(-1.08607715185341e+000dB,-8.47300760377320e-002°)
2.05746915604793e+005	(-1.08607066188594e+000dB,-8.53550061983313e-002°)
2.07332157348605e+005	(-1.08606428166028e+000dB,-8.59864228708154e-002°)
