Freq.	V(bf_source)/V(samplecap)
2.08929613085413e+005	(-1.08605801499829e+000dB,-8.66243624202596e-002°)
2.10539376921765e+005	(-1.08605186575081e+000dB,-8.72688612851192e-002°)
2.12161543689278e+005	(-1.08604583779737e+000dB,-8.79199559807013e-002°)
2.13796208950233e+005	(-1.08603993504519e+000dB,-8.85776830980168e-002°)
2.15443469003198e+005	(-1.08603416142935e+000dB,-8.92420793078809e-002°)
2.17103420888705e+005	(-1.08602852091254e+000dB,-8.99131813593473e-002°)
2.18776162394965e+005	(-1.08602301748406e+000dB,-9.05910260843657e-002°)
2.20461792063629e+005	(-1.08601765516002e+000dB,-9.12756503963970e-002°)
2.22160409195591e+005	(-1.08601243798328e+000dB,-9.19670912964007e-002°)
2.23872113856844e+005	(-1.08600737002229e+000dB,-9.26653858710805e-002°)
2.25597006884368e+005	(-1.08600245537141e+000dB,-9.33705712977156e-002°)
2.27335189892073e+005	(-1.08599769815025e+000dB,-9.40826848460386e-002°)
2.29086765276788e+005	(-1.08599310250415e+000dB,-9.48017638790522e-002°)
2.30851836224287e+005	(-1.08598867260287e+000dB,-9.55278458590120e-002°)
2.32630506715373e+005	(-1.08598441264102e+000dB,-9.62609683483631e-002°)
2.34422881532003e+005	(-1.08598032683762e+000dB,-9.70011690119886e-002°)
2.36229066263457e+005	(-1.08597641943598e+000dB,-9.77484856217321e-002°)
2.38049167312562e+005	(-1.08597269470329e+000dB,-9.85029560601521e-002°)
2.39883291901960e+005	(-1.08596915693078e+000dB,-9.92646183218561e-002°)
2.41731548080422e+005	(-1.08596581043323e+000dB,-1.00033510520169e-001°)
2.43594044729214e+005	(-1.08596265954902e+000dB,-1.00809670886603e-001°)
2.45470891568514e+005	(-1.08595970864013e+000dB,-1.01593137778848e-001°)
2.47362199163874e+005	(-1.08595696209185e+000dB,-1.02383949682384e-001°)
2.49268078932729e+005	(-1.08595442431226e+000dB,-1.03182145215264e-001°)
2.51188643150970e+005	(-1.08595209973321e+000dB,-1.03987763130328e-001°)
2.53124004959548e+005	(-1.08594999280970e+000dB,-1.04800842323949e-001°)
2.55074278371148e+005	(-1.08594810801959e+000dB,-1.05621421834998e-001°)
2.57039578276898e+005	(-1.08594644986428e+000dB,-1.06449540853106e-001°)
2.59020020453144e+005	(-1.08594502286837e+000dB,-1.07285238721820e-001°)
2.61015721568266e+005	(-1.08594383157958e+000dB,-1.08128554942681e-001°)
2.63026799189551e+005	(-1.08594288056936e+000dB,-1.08979529181039e-001°)
2.65053371790120e+005	(-1.08594217443253e+000dB,-1.09838201269933e-001°)
2.67095558755911e+005	(-1.08594171778757e+000dB,-1.10704611215550e-001°)
2.69153480392704e+005	(-1.08594151527717e+000dB,-1.11578799202114e-001°)
2.71227257933216e+005	(-1.08594157156799e+000dB,-1.12460805594981e-001°)
2.73317013544236e+005	(-1.08594189135100e+000dB,-1.13350670949131e-001°)
2.75422870333830e+005	(-1.08594247934175e+000dB,-1.14248436011179e-001°)
2.77544952358584e+005	(-1.08594334028097e+000dB,-1.15154141725562e-001°)
2.79683384630921e+005	(-1.08594447893421e+000dB,-1.16067829240508e-001°)
2.81838293126459e+005	(-1.08594590009333e+000dB,-1.16989539911063e-001°)
2.84009804791435e+005	(-1.08594760857552e+000dB,-1.17919315306834e-001°)
2.86198047550184e+005	(-1.08594960922503e+000dB,-1.18857197214433e-001°)
2.88403150312674e+005	(-1.08595190691245e+000dB,-1.19803227645347e-001°)
2.90625242982100e+005	(-1.08595450653601e+000dB,-1.20757448839396e-001°)
2.92864456462538e+005	(-1.08595741302223e+000dB,-1.21719903270033e-001°)
2.95120922666653e+005	(-1.08596063132520e+000dB,-1.22690633651107e-001°)
2.97394774523475e+005	(-1.08596416642890e+000dB,-1.23669682939481e-001°)
2.99686145986227e+005	(-1.08596802334664e+000dB,-1.24657094342306e-001°)
3.01995172040216e+005	(-1.08597220712185e+000dB,-1.25652911322145e-001°)
3.04321988710787e+005	(-1.08597672282918e+000dB,-1.26657177599958e-001°)
3.06666733071333e+005	(-1.08598157557476e+000dB,-1.27669937162575e-001°)
3.09029543251374e+005	(-1.08598677049737e+000dB,-1.28691234267068e-001°)
3.11410558444691e+005	(-1.08599231276887e+000dB,-1.29721113444185e-001°)
3.13809918917528e+005	(-1.08599820759502e+000dB,-1.30759619506246e-001°)
3.16227766016853e+005	(-1.08600446021652e+000dB,-1.31806797548617e-001°)
3.18664242178689e+005	(-1.08601107590981e+000dB,-1.32862692957714e-001°)
3.21119490936498e+005	(-1.08601805998767e+000dB,-1.33927351413786e-001°)
3.23593656929644e+005	(-1.08602541780085e+000dB,-1.35000818895252e-001°)
3.26086885911909e+005	(-1.08603315473816e+000dB,-1.36083141685349e-001°)
3.28599324760081e+005	(-1.08604127622816e+000dB,-1.37174366375299e-001°)
3.31131121482607e+005	(-1.08604978773963e+000dB,-1.38274539867404e-001°)
3.33682425228310e+005	(-1.08605869478329e+000dB,-1.39383709382431e-001°)
3.36253386295179e+005	(-1.08606800291211e+000dB,-1.40501922461899e-001°)
3.38844156139219e+005	(-1.08607771772312e+000dB,-1.41629226972049e-001°)
3.41454887383377e+005	(-1.08608784485800e+000dB,-1.42765671108385e-001°)
3.44085733826530e+005	(-1.08609839000441e+000dB,-1.43911303400077e-001°)
3.46736850452549e+005	(-1.08610935889784e+000dB,-1.45066172711623e-001°)
3.49408393439424e+005	(-1.08612075732156e+000dB,-1.46230328250046e-001°)
3.52100520168469e+005	(-1.08613259110892e+000dB,-1.47403819565006e-001°)
3.54813389233593e+005	(-1.08614486614436e+000dB,-1.48586696554206e-001°)
3.57547160450639e+005	(-1.08615758836454e+000dB,-1.49779009465913e-001°)
3.60301994866803e+005	(-1.08617076375989e+000dB,-1.50980808901198e-001°)
3.63078054770119e+005	(-1.08618439837571e+000dB,-1.52192145818909e-001°)
3.65875503699021e+005	(-1.08619849831388e+000dB,-1.53413071537135e-001°)
3.68694506451976e+005	(-1.08621306973433e+000dB,-1.54643637736235e-001°)
3.71535229097191e+005	(-1.08622811885588e+000dB,-1.55883896461493e-001°)
3.74397838982400e+005	(-1.08624365195866e+000dB,-1.57133900124225e-001°)
3.77282504744718e+005	(-1.08625967538445e+000dB,-1.58393701505685e-001°)
3.80189396320580e+005	(-1.08627619553937e+000dB,-1.59663353758321e-001°)
3.83118684955748e+005	(-1.08629321889479e+000dB,-1.60942910407190e-001°)
3.86070543215401e+005	(-1.08631075198868e+000dB,-1.62232425352995e-001°)
3.89045144994300e+005	(-1.08632880142787e+000dB,-1.63531952871520e-001°)
3.92042665527035e+005	(-1.08634737388916e+000dB,-1.64841547615386e-001°)
3.95063281398344e+005	(-1.08636647612124e+000dB,-1.66161264618120e-001°)
3.98107170553517e+005	(-1.08638611494607e+000dB,-1.67491159290785e-001°)
4.01174512308882e+005	(-1.08640629726070e+000dB,-1.68831287424690e-001°)
4.04265487362365e+005	(-1.08642703003931e+000dB,-1.70181705193074e-001°)
4.07380277804133e+005	(-1.08644832033427e+000dB,-1.71542469149009e-001°)
4.10519067127329e+005	(-1.08647017527839e+000dB,-1.72913636227652e-001°)
4.13682040238872e+005	(-1.08649260208665e+000dB,-1.74295263744162e-001°)
4.16869383470357e+005	(-1.08651560805757e+000dB,-1.75687409395374e-001°)
4.20081284589028e+005	(-1.08653920057560e+000dB,-1.77090131258250e-001°)
4.23317932808842e+005	(-1.08656338711254e+000dB,-1.78503487789662e-001°)
4.26579518801614e+005	(-1.08658817522948e+000dB,-1.79927537823978e-001°)
4.29866234708250e+005	(-1.08661357257885e+000dB,-1.81362340574404e-001°)
4.33178274150064e+005	(-1.08663958690598e+000dB,-1.82807955629616e-001°)
4.36515832240188e+005	(-1.08666622605117e+000dB,-1.84264442953273e-001°)
4.39879105595066e+005	(-1.08669349795161e+000dB,-1.85731862881101e-001°)
4.43268292346032e+005	(-1.08672141064330e+000dB,-1.87210276121054e-001°)
4.46683592150986e+005	(-1.08674997226297e+000dB,-1.88699743746850e-001°)
4.50125206206157e+005	(-1.08677919105022e+000dB,-1.90200327200529e-001°)
4.53593337257951e+005	(-1.08680907534890e+000dB,-1.91712088286451e-001°)
4.57088189614899e+005	(-1.08683963361007e+000dB,-1.93235089168832e-001°)
4.60609969159690e+005	(-1.08687087439308e+000dB,-1.94769392368785e-001°)
4.64158883361302e+005	(-1.08690280636819e+000dB,-1.96315060761373e-001°)
4.67735141287222e+005	(-1.08693543831820e+000dB,-1.97872157570967e-001°)
4.71338953615765e+005	(-1.08696877914095e+000dB,-1.99440746367460e-001°)
4.74970532648480e+005	(-1.08700283785097e+000dB,-2.01020891062041e-001°)
4.78630092322663e+005	(-1.08703762358169e+000dB,-2.02612655903164e-001°)
4.82317848223956e+005	(-1.08707314558765e+000dB,-2.04216105471794e-001°)
4.86034017599047e+005	(-1.08710941324644e+000dB,-2.05831304674783e-001°)
4.89778819368472e+005	(-1.08714643606071e+000dB,-2.07458318742237e-001°)
4.93552474139506e+005	(-1.08718422366074e+000dB,-2.09097213219231e-001°)
4.97355204219166e+005	(-1.08722278580602e+000dB,-2.10748053962367e-001°)
5.01187233627299e+005	(-1.08726213238777e+000dB,-2.12410907131162e-001°)
5.05048788109785e+005	(-1.08730227343089e+000dB,-2.14085839184313e-001°)
5.08940095151836e+005	(-1.08734321909619e+000dB,-2.15772916871542e-001°)
5.12861383991392e+005	(-1.08738497968262e+000dB,-2.17472207225905e-001°)
5.16812885632631e+005	(-1.08742756562930e+000dB,-2.19183777558790e-001°)
5.20794832859574e+005	(-1.08747098751767e+000dB,-2.20907695449736e-001°)
5.24807460249800e+005	(-1.08751525607413e+000dB,-2.22644028740554e-001°)
5.28851004188266e+005	(-1.08756038217157e+000dB,-2.24392845526550e-001°)
5.32925702881229e+005	(-1.08760637683198e+000dB,-2.26154214148328e-001°)
5.37031796370281e+005	(-1.08765325122861e+000dB,-2.27928203182315e-001°)
5.41169526546492e+005	(-1.08770101668819e+000dB,-2.29714881432451e-001°)
5.45339137164657e+005	(-1.08774968469305e+000dB,-2.31514317920451e-001°)
5.49540873857654e+005	(-1.08779926688346e+000dB,-2.33326581876203e-001°)
5.53774984150919e+005	(-1.08784977505968e+000dB,-2.35151742727833e-001°)
5.58041717477026e+005	(-1.08790122118442e+000dB,-2.36989870092505e-001°)
5.62341325190379e+005	(-1.08795361738491e+000dB,-2.38841033762622e-001°)
5.66674060582021e+005	(-1.08800697595525e+000dB,-2.40705303698376e-001°)
5.71040178894557e+005	(-1.08806130935854e+000dB,-2.42582750014561e-001°)
5.75439937337188e+005	(-1.08811663022912e+000dB,-2.44473442969502e-001°)
5.79873595100862e+005	(-1.08817295137492e+000dB,-2.46377452952176e-001°)
5.84341413373549e+005	(-1.08823028577954e+000dB,-2.48294850471963e-001°)
5.88843655355621e+005	(-1.08828864660462e+000dB,-2.50225706143340e-001°)
5.93380586275360e+005	(-1.08834804719193e+000dB,-2.52170090674691e-001°)
5.97952473404584e+005	(-1.08840850106590e+000dB,-2.54128074854705e-001°)
6.02559586074390e+005	(-1.08847002193548e+000dB,-2.56099729537462e-001°)
6.07202195691021e+005	(-1.08853262369641e+000dB,-2.58085125629750e-001°)
6.11880575751855e+005	(-1.08859632043380e+000dB,-2.60084334075912e-001°)
6.16595001861515e+005	(-1.08866112642395e+000dB,-2.62097425843218e-001°)
6.21345751748109e+005	(-1.08872705613654e+000dB,-2.64124471905904e-001°)
6.26133105279586e+005	(-1.08879412423733e+000dB,-2.66165543230816e-001°)
6.30957344480227e+005	(-1.08886234558975e+000dB,-2.68220710760260e-001°)
6.35818753547258e+005	(-1.08893173525730e+000dB,-2.70290045396639e-001°)
6.40717618867589e+005	(-1.08900230850583e+000dB,-2.72373617984766e-001°)
6.45654229034691e+005	(-1.08907408080555e+000dB,-2.74471499295585e-001°)
6.50628874865593e+005	(-1.08914706783344e+000dB,-2.76583760007010e-001°)
6.55641849418015e+005	(-1.08922128547479e+000dB,-2.78710470688894e-001°)
6.60693448007632e+005	(-1.08929674982607e+000dB,-2.80851701780681e-001°)
6.65783968225473e+005	(-1.08937347719647e+000dB,-2.83007523576652e-001°)
6.70913709955448e+005	(-1.08945148411027e+000dB,-2.85178006203883e-001°)
6.76082975392019e+005	(-1.08953078730865e+000dB,-2.87363219603677e-001°)
6.81292069057999e+005	(-1.08961140375205e+000dB,-2.89563233511513e-001°)
6.86541297822492e+005	(-1.08969335062210e+000dB,-2.91778117436409e-001°)
6.91830970918974e+005	(-1.08977664532344e+000dB,-2.94007940640221e-001°)
6.97161399963506e+005	(-1.08986130548578e+000dB,-2.96252772116204e-001°)
7.02532898973091e+005	(-1.08994734896612e+000dB,-2.98512680567531e-001°)
7.07945784384177e+005	(-1.09003479385033e+000dB,-3.00787734383741e-001°)
7.13400375071296e+005	(-1.09012365845518e+000dB,-3.03078001621067e-001°)
7.18896992365847e+005	(-1.09021396133038e+000dB,-3.05383549975510e-001°)
7.24435960075030e+005	(-1.09030572125997e+000dB,-3.07704446762529e-001°)
7.30017604500919e+005	(-1.09039895726485e+000dB,-3.10040758891485e-001°)
7.35642254459682e+005	(-1.09049368860391e+000dB,-3.12392552841365e-001°)
7.41310241300959e+005	(-1.09058993477589e+000dB,-3.14759894636672e-001°)
7.47021898927373e+005	(-1.09068771552158e+000dB,-3.17142849820636e-001°)
7.52777563814208e+005	(-1.09078705082484e+000dB,-3.19541483430799e-001°)
7.58577575029226e+005	(-1.09088796091464e+000dB,-3.21955859973203e-001°)
7.64422274252643e+005	(-1.09099046626649e+000dB,-3.24386043393020e-001°)
7.70312005797258e+005	(-1.09109458760413e+000dB,-3.26832097050956e-001°)
7.76247116628735e+005	(-1.09120034590074e+000dB,-3.29294083692644e-001°)
7.82227956386046e+005	(-1.09130776238077e+000dB,-3.31772065421988e-001°)
7.88254877402066e+005	(-1.09141685852103e+000dB,-3.34266103673693e-001°)
7.94328234724326e+005	(-1.09152765605233e+000dB,-3.36776259181270e-001°)
8.00448386135937e+005	(-1.09164017696051e+000dB,-3.39302591950660e-001°)
8.06615692176659e+005	(-1.09175444348787e+000dB,-3.41845161228884e-001°)
8.12830516164145e+005	(-1.09187047813415e+000dB,-3.44404025473470e-001°)
8.19093224215343e+005	(-1.09198830365813e+000dB,-3.46979242323259e-001°)
8.25404185268065e+005	(-1.09210794307823e+000dB,-3.49570868563692e-001°)
8.31763771102718e+005	(-1.09222941967354e+000dB,-3.52178960100299e-001°)
8.38172356364210e+005	(-1.09235275698525e+000dB,-3.54803571921608e-001°)
8.44630318584016e+005	(-1.09247797881677e+000dB,-3.57444758069740e-001°)
8.51138038202425e+005	(-1.09260510923548e+000dB,-3.60102571605757e-001°)
8.57695898590943e+005	(-1.09273417257249e+000dB,-3.62777064577027e-001°)
8.64304286074885e+005	(-1.09286519342424e+000dB,-3.65468287982660e-001°)
8.70963589956130e+005	(-1.09299819665206e+000dB,-3.68176291741053e-001°)
8.77674202536056e+005	(-1.09313320738390e+000dB,-3.70901124652435e-001°)
8.84436519138650e+005	(-1.09327025101366e+000dB,-3.73642834365180e-001°)
8.91250938133796e+005	(-1.09340935320227e+000dB,-3.76401467341143e-001°)
8.98117860960746e+005	(-1.09355053987770e+000dB,-3.79177068817763e-001°)
9.05037692151764e+005	(-1.09369383723525e+000dB,-3.81969682773136e-001°)
9.12010839355962e+005	(-1.09383927173726e+000dB,-3.84779351889505e-001°)
9.19037713363312e+005	(-1.09398687011377e+000dB,-3.87606117515079e-001°)
9.26118728128847e+005	(-1.09413665936198e+000dB,-3.90450019627291e-001°)
9.33254300797045e+005	(-1.09428866674633e+000dB,-3.93311096795207e-001°)
9.40444851726406e+005	(-1.09444291979804e+000dB,-3.96189386140340e-001°)
9.47690804514214e+005	(-1.09459944631478e+000dB,-3.99084923299776e-001°)
9.54992586021491e+005	(-1.09475827436027e+000dB,-4.01997742386599e-001°)
9.62350626398144e+005	(-1.09491943226387e+000dB,-4.04927875949508e-001°)
9.69765359108305e+005	(-1.09508294861966e+000dB,-4.07875354936869e-001°)
9.77237220955867e+005	(-1.09524885228560e+000dB,-4.10840208652574e-001°)
9.84766652110215e+005	(-1.09541717238311e+000dB,-4.13822464719284e-001°)
9.92354096132158e+005	(-1.09558793829561e+000dB,-4.16822149037597e-001°)
1.00000000000006e+006	(-1.09576117966765e+000dB,-4.19839285744787e-001°)
1.00770481413616e+006	(-1.09593692640372e+000dB,-4.22873897174864e-001°)
1.01546899243314e+006	(-1.09611520866667e+000dB,-4.25926003817225e-001°)
1.02329299228081e+006	(-1.09629605687682e+000dB,-4.28995624275453e-001°)
1.03117727459312e+006	(-1.09647950170985e+000dB,-4.32082775227054e-001°)
1.03912230383523e+006	(-1.09666557409538e+000dB,-4.35187471380484e-001°)
1.04712854805096e+006	(-1.09685430521523e+000dB,-4.38309725434452e-001°)
1.05519647889030e+006	(-1.09704572650153e+000dB,-4.41449548035964e-001°)
1.06332657163722e+006	(-1.09723986963443e+000dB,-4.44606947738920e-001°)
1.07151930523767e+006	(-1.09743676654026e+000dB,-4.47781930961274e-001°)
1.07977516232777e+006	(-1.09763644938920e+000dB,-4.50974501942848e-001°)
1.08809462926229e+006	(-1.09783895059288e+000dB,-4.54184662705182e-001°)
1.09647819614325e+006	(-1.09804430280165e+000dB,-4.57412413006794e-001°)
1.10492635684882e+006	(-1.09825253890228e+000dB,-4.60657750302887e-001°)
1.11343960906243e+006	(-1.09846369201513e+000dB,-4.63920669701870e-001°)
1.12201845430203e+006	(-1.09867779549111e+000dB,-4.67201163923866e-001°)
1.13066339794971e+006	(-1.09889488290860e+000dB,-4.70499223258655e-001°)
1.13937494928140e+006	(-1.09911498807075e+000dB,-4.73814835523528e-001°)
1.14815362149695e+006	(-1.09933814500168e+000dB,-4.77147986020484e-001°)
1.15699993175028e+006	(-1.09956438794355e+000dB,-4.80498657495306e-001°)
1.16591440117990e+006	(-1.09979375135274e+000dB,-4.83866830094828e-001°)
1.17489755493960e+006	(-1.10002626989644e+000dB,-4.87252481325665e-001°)
1.18394992222937e+006	(-1.10026197844884e+000dB,-4.90655586013094e-001°)
1.19307203632660e+006	(-1.10050091208690e+000dB,-4.94076116258368e-001°)
1.20226443461748e+006	(-1.10074310608711e+000dB,-4.97514041398432e-001°)
1.21152765862866e+006	(-1.10098859592048e+000dB,-5.00969327965266e-001°)
1.22086225405914e+006	(-1.10123741724914e+000dB,-5.04441939642917e-001°)
1.23026877081246e+006	(-1.10148960592125e+000dB,-5.07931837229849e-001°)
1.23974776302902e+006	(-1.10174519796710e+000dB,-5.11438978595574e-001°)
1.24929978911881e+006	(-1.10200422959414e+000dB,-5.14963318643230e-001°)
1.25892541179424e+006	(-1.10226673718250e+000dB,-5.18504809267492e-001°)
1.26862519810334e+006	(-1.10253275727996e+000dB,-5.22063399316398e-001°)
1.27839971946310e+006	(-1.10280232659735e+000dB,-5.25639034551948e-001°)
1.28824955169321e+006	(-1.10307548200318e+000dB,-5.29231657609300e-001°)
1.29817527504993e+006	(-1.10335226051855e+000dB,-5.32841207961375e-001°)
1.30817747426027e+006	(-1.10363269931215e+000dB,-5.36467621877418e-001°)
1.31825673855649e+006	(-1.10391683569447e+000dB,-5.40110832387405e-001°)
1.32841366171073e+006	(-1.10420470711281e+000dB,-5.43770769242362e-001°)
1.33864884207007e+006	(-1.10449635114541e+000dB,-5.47447358879115e-001°)
1.34896288259174e+006	(-1.10479180549594e+000dB,-5.51140524380392e-001°)
1.35935639087861e+006	(-1.10509110798767e+000dB,-5.54850185442969e-001°)
1.36982997921505e+006	(-1.10539429655769e+000dB,-5.58576258335815e-001°)
1.38038426460297e+006	(-1.10570140925082e+000dB,-5.62318655869557e-001°)
1.39101986879814e+006	(-1.10601248421385e+000dB,-5.66077287356538e-001°)
1.40173741834686e+006	(-1.10632755968925e+000dB,-5.69852058580037e-001°)
1.41253754462284e+006	(-1.10664667400899e+000dB,-5.73642871755061e-001°)
1.42342088386443e+006	(-1.10696986558827e+000dB,-5.77449625497592e-001°)
1.43438807721205e+006	(-1.10729717291936e+000dB,-5.81272214788824e-001°)
1.44543977074602e+006	(-1.10762863456475e+000dB,-5.85110530942423e-001°)
1.45657661552455e+006	(-1.10796428915094e+000dB,-5.88964461570774e-001°)
1.46779926762216e+006	(-1.10830417536192e+000dB,-5.92833890551340e-001°)
1.47910838816830e+006	(-1.10864833193227e+000dB,-5.96718697995066e-001°)
1.49050464338629e+006	(-1.10899679764058e+000dB,-6.00618760214676e-001°)
1.50198870463258e+006	(-1.10934961130257e+000dB,-6.04533949691049e-001°)
1.51356124843630e+006	(-1.10970681176426e+000dB,-6.08464135042514e-001°)
1.52522295653911e+006	(-1.11006843789511e+000dB,-6.12409180992998e-001°)
1.53697451593537e+006	(-1.11043452858075e+000dB,-6.16368948341537e-001°)
1.54881661891258e+006	(-1.11080512271632e+000dB,-6.20343293930913e-001°)
1.56074996309221e+006	(-1.11118025919883e+000dB,-6.24332070616568e-001°)
1.57277525147076e+006	(-1.11155997692033e+000dB,-6.28335127237361e-001°)
1.58489319246121e+006	(-1.11194431476052e+000dB,-6.32352308583901e-001°)
1.59710449993470e+006	(-1.11233331157932e+000dB,-6.36383455369363e-001°)
1.60940989326263e+006	(-1.11272700620954e+000dB,-6.40428404199179e-001°)
1.62181009735903e+006	(-1.11312543744931e+000dB,-6.44486987541174e-001°)
1.63430584272324e+006	(-1.11352864405466e+000dB,-6.48559033695968e-001°)
1.64689786548297e+006	(-1.11393666473168e+000dB,-6.52644366767682e-001°)
1.65958690743766e+006	(-1.11434953812900e+000dB,-6.56742806633281e-001°)
1.67237371610218e+006	(-1.11476730282985e+000dB,-6.60854168914894e-001°)
1.68525904475086e+006	(-1.11518999734428e+000dB,-6.64978264947347e-001°)
1.69824365246185e+006	(-1.11561766010114e+000dB,-6.69114901751627e-001°)
1.71132830416189e+006	(-1.11605032943996e+000dB,-6.73263882004302e-001°)
1.72451377067131e+006	(-1.11648804360305e+000dB,-6.77425004006376e-001°)
1.73780082874948e+006	(-1.11693084072687e+000dB,-6.81598061656964e-001°)
1.75119026114057e+006	(-1.11737875883399e+000dB,-6.85782844418947e-001°)
1.76468285661961e+006	(-1.11783183582449e+000dB,-6.89979137294471e-001°)
1.77827941003903e+006	(-1.11829010946738e+000dB,-6.94186720789836e-001°)
1.79198072237545e+006	(-1.11875361739194e+000dB,-6.98405370889612e-001°)
1.80578760077683e+006	(-1.11922239707876e+000dB,-7.02634859022625e-001°)
1.81970085861010e+006	(-1.11969648585099e+000dB,-7.06874952035374e-001°)
1.83372131550900e+006	(-1.12017592086490e+000dB,-7.11125412158814e-001°)
1.84784979742241e+006	(-1.12066073910096e+000dB,-7.15385996977634e-001°)
1.86208713666299e+006	(-1.12115097735410e+000dB,-7.19656459401396e-001°)
1.87643417195620e+006	(-1.12164667222430e+000dB,-7.23936547632044e-001°)
1.89089174848976e+006	(-1.12214786010671e+000dB,-7.28226005132726e-001°)
1.90546071796337e+006	(-1.12265457718178e+000dB,-7.32524570595935e-001°)
1.92014193863892e+006	(-1.12316685940483e+000dB,-7.36831977915019e-001°)
1.93493627539108e+006	(-1.12368474249601e+000dB,-7.41147956147199e-001°)
1.94984459975817e+006	(-1.12420826192947e+000dB,-7.45472229487482e-001°)
1.96486778999359e+006	(-1.12473745292267e+000dB,-7.49804517233259e-001°)
1.98000673111751e+006	(-1.12527235042513e+000dB,-7.54144533753509e-001°)
1.99526231496901e+006	(-1.12581298910724e+000dB,-7.58491988456992e-001°)
2.01063544025862e+006	(-1.12635940334876e+000dB,-7.62846585760424e-001°)
2.02612701262127e+006	(-1.12691162722670e+000dB,-7.67208025057109e-001°)
2.04173794466966e+006	(-1.12746969450349e+000dB,-7.71576000683465e-001°)
2.05746915604797e+006	(-1.12803363861426e+000dB,-7.75950201889119e-001°)
2.07332157348609e+006	(-1.12860349265433e+000dB,-7.80330312805760e-001°)
2.08929613085417e+006	(-1.12917928936611e+000dB,-7.84716012413981e-001°)
2.10539376921769e+006	(-1.12976106112557e+000dB,-7.89106974515051e-001°)
2.12161543689282e+006	(-1.13034883992867e+000dB,-7.93502867698070e-001°)
2.13796208950237e+006	(-1.13094265737722e+000dB,-7.97903355313006e-001°)
2.15443469003202e+006	(-1.13154254466456e+000dB,-8.02308095438664e-001°)
2.17103420888709e+006	(-1.13214853256063e+000dB,-8.06716740854683e-001°)
2.18776162394969e+006	(-1.13276065139680e+000dB,-8.11128939014826e-001°)
2.20461792063633e+006	(-1.13337893105045e+000dB,-8.15544332018956e-001°)
2.22160409195596e+006	(-1.13400340092892e+000dB,-8.19962556586691e-001°)
2.23872113856848e+006	(-1.13463408995312e+000dB,-8.24383244032480e-001°)
2.25597006884372e+006	(-1.13527102654081e+000dB,-8.28806020242299e-001°)
2.27335189892078e+006	(-1.13591423858946e+000dB,-8.33230505650246e-001°)
2.29086765276792e+006	(-1.13656375345850e+000dB,-8.37656315217915e-001°)
2.30851836224291e+006	(-1.13721959795141e+000dB,-8.42083058414434e-001°)
2.32630506715378e+006	(-1.13788179829718e+000dB,-8.46510339198046e-001°)
2.34422881532008e+006	(-1.13855038013148e+000dB,-8.50937756000937e-001°)
2.36229066263462e+006	(-1.13922536847709e+000dB,-8.55364901714492e-001°)
2.38049167312567e+006	(-1.13990678772439e+000dB,-8.59791363676812e-001°)
2.39883291901965e+006	(-1.14059466161088e+000dB,-8.64216723663494e-001°)
2.41731548080426e+006	(-1.14128901320061e+000dB,-8.68640557879852e-001°)
2.43594044729219e+006	(-1.14198986486304e+000dB,-8.73062436955833e-001°)
2.45470891568519e+006	(-1.14269723825139e+000dB,-8.77481925944749e-001°)
2.47362199163878e+006	(-1.14341115428066e+000dB,-8.81898584322569e-001°)
2.49268078932734e+006	(-1.14413163310520e+000dB,-8.86311965993303e-001°)
2.51188643150975e+006	(-1.14485869409581e+000dB,-8.90721619294172e-001°)
2.53124004959553e+006	(-1.14559235581642e+000dB,-8.95127087008221e-001°)
2.55074278371153e+006	(-1.14633263600030e+000dB,-8.99527906375919e-001°)
2.57039578276903e+006	(-1.14707955152605e+000dB,-9.03923609114507e-001°)
2.59020020453150e+006	(-1.14783311839295e+000dB,-9.08313721439005e-001°)
2.61015721568271e+006	(-1.14859335169614e+000dB,-9.12697764087786e-001°)
2.63026799189556e+006	(-1.14936026560120e+000dB,-9.17075252352534e-001°)
2.65053371790126e+006	(-1.15013387331857e+000dB,-9.21445696112234e-001°)
2.67095558755916e+006	(-1.15091418707756e+000dB,-9.25808599872738e-001°)
2.69153480392709e+006	(-1.15170121810002e+000dB,-9.30163462809581e-001°)
2.71227257933221e+006	(-1.15249497657355e+000dB,-9.34509778817730e-001°)
2.73317013544242e+006	(-1.15329547162486e+000dB,-9.38847036563018e-001°)
2.75422870333835e+006	(-1.15410271129231e+000dB,-9.43174719544002e-001°)
2.77544952358590e+006	(-1.15491670249858e+000dB,-9.47492306153097e-001°)
2.79683384630926e+006	(-1.15573745102292e+000dB,-9.51799269748774e-001°)
2.81838293126464e+006	(-1.15656496147341e+000dB,-9.56095078729854e-001°)
2.84009804791440e+006	(-1.15739923725879e+000dB,-9.60379196617292e-001°)
2.86198047550190e+006	(-1.15824028056031e+000dB,-9.64651082140985e-001°)
2.88403150312680e+006	(-1.15908809230343e+000dB,-9.68910189334201e-001°)
2.90625242982106e+006	(-1.15994267212943e+000dB,-9.73155967632361e-001°)
2.92864456462543e+006	(-1.16080401836691e+000dB,-9.77387861979034e-001°)
2.95120922666658e+006	(-1.16167212800332e+000dB,-9.81605312939456e-001°)
2.97394774523481e+006	(-1.16254699665657e+000dB,-9.85807756819011e-001°)
2.99686145986233e+006	(-1.16342861854653e+000dB,-9.89994625788285e-001°)
3.01995172040222e+006	(-1.16431698646662e+000dB,-9.94165348017465e-001°)
