Freq.	(V(n004)/I(R5)-50)/(V(n004)/I(R5)+50)
Step Information: X=45  (Run: 1/3)
6.60693448007613e+009	(-3.34321716227255e+001dB,4.53502522748226e+001°)
6.91830970918954e+009	(-3.34238035799272e+001dB,4.37094519380610e+001°)
7.24435960075008e+009	(-3.34107088988216e+001dB,4.21516515494624e+001°)
7.58577575029203e+009	(-3.33927749056186e+001dB,4.06688872652201e+001°)
7.94328234724302e+009	(-3.33700883086425e+001dB,3.92530213916323e+001°)
8.31763771102692e+009	(-3.33429254250193e+001dB,3.78963021938502e+001°)
8.70963589956103e+009	(-3.33117104658797e+001dB,3.65917483826164e+001°)
9.12010839355933e+009	(-3.32769630783059e+001dB,3.53333379507126e+001°)
9.54992586021460e+009	(-3.32392485950219e+001dB,3.41160376579193e+001°)
1.00000000000000e+010	(-3.31991383371282e+001dB,3.29357209966915e+001°)
Step Information: X=55  (Run: 3/3)
1.00000000000000e+003	(-3.93722023798546e+001dB,-4.66268275614244e-005°)
1.04712854805090e+003	(-3.93722023798538e+001dB,-4.88242821726850e-005°)
1.09647819614319e+003	(-3.93722023798529e+001dB,-5.11252996129991e-005°)
1.14815362149688e+003	(-3.93722023798522e+001dB,-5.35347606609196e-005°)
1.20226443461741e+003	(-3.93722023798512e+001dB,-5.60577760812088e-005°)
1.25892541179417e+003	(-3.93722023798503e+001dB,-5.86996975583917e-005°)
1.31825673855641e+003	(-3.93722023798489e+001dB,-6.14661289219319e-005°)
1.38038426460289e+003	(-3.93722023798475e+001dB,-6.43629381723226e-005°)
1.44543977074593e+003	(-3.93722023798460e+001dB,-6.73962697940482e-005°)
1.51356124843621e+003	(-3.93722023798447e+001dB,-7.05725578961365e-005°)
1.58489319246111e+003	(-3.93722023798426e+001dB,-7.38985398485423e-005°)
1.65958690743756e+003	(-3.93722023798410e+001dB,-7.73812704195246e-005°)
1.73780082874938e+003	(-3.93722023798390e+001dB,-8.10281370303689e-005°)
1.81970085860999e+003	(-3.93722023798369e+001dB,-8.48468750817962e-005°)
1.90546071796325e+003	(-3.93722023798342e+001dB,-8.88455846787076e-005°)
1.99526231496888e+003	(-3.93722023798317e+001dB,-9.30327475812928e-005°)
2.08929613085404e+003	(-3.93722023798287e+001dB,-9.74172453062482e-005°)
2.18776162394956e+003	(-3.93722023798257e+001dB,-1.02008377946609e-004°)
2.29086765276778e+003	(-3.93722023798221e+001dB,-1.06815883937426e-004°)
2.39883291901949e+003	(-3.93722023798181e+001dB,-1.11849960586461e-004°)
2.51188643150958e+003	(-3.93722023798141e+001dB,-1.17121285802777e-004°)
2.63026799189539e+003	(-3.93722023798091e+001dB,-1.22641040808814e-004°)
2.75422870333817e+003	(-3.93722023798040e+001dB,-1.28420933674814e-004°)
2.88403150312661e+003	(-3.93722023797986e+001dB,-1.34473224278029e-004°)
3.01995172040202e+003	(-3.93722023797925e+001dB,-1.40810750316953e-004°)
3.16227766016839e+003	(-3.93722023797855e+001dB,-1.47446954533973e-004°)
3.31131121482592e+003	(-3.93722023797785e+001dB,-1.54395913083720e-004°)
3.46736850452532e+003	(-3.93722023797704e+001dB,-1.61672365646935e-004°)
3.63078054770102e+003	(-3.93722023797617e+001dB,-1.69291746466187e-004°)
3.80189396320562e+003	(-3.93722023797517e+001dB,-1.77270217165437e-004°)
3.98107170553498e+003	(-3.93722023797410e+001dB,-1.85624701099193e-004°)
4.16869383470336e+003	(-3.93722023797293e+001dB,-1.94372919113474e-004°)
4.36515832240167e+003	(-3.93722023797165e+001dB,-2.03533427322946e-004°)
4.57088189614876e+003	(-3.93722023797023e+001dB,-2.13125656126925e-004°)
4.78630092322640e+003	(-3.93722023796871e+001dB,-2.23169951904965e-004°)
5.01187233627274e+003	(-3.93722023796700e+001dB,-2.33687619704788e-004°)
5.24807460249774e+003	(-3.93722023796514e+001dB,-2.44700968713984e-004°)
5.49540873857626e+003	(-3.93722023796315e+001dB,-2.56233359531242e-004°)
5.75439937337159e+003	(-3.93722023796086e+001dB,-2.68309253628299e-004°)
6.02559586074360e+003	(-3.93722023795842e+001dB,-2.80954265209390e-004°)
6.30957344480195e+003	(-3.93722023795575e+001dB,-2.94195215859671e-004°)
6.60693448007598e+003	(-3.93722023795278e+001dB,-3.08060190909266e-004°)
6.91830970918939e+003	(-3.93722023794951e+001dB,-3.22578599450028e-004°)
7.24435960074992e+003	(-3.93722023794599e+001dB,-3.37781236227960e-004°)
7.58577575029186e+003	(-3.93722023794210e+001dB,-3.53700347723946e-004°)
7.94328234724284e+003	(-3.93722023793782e+001dB,-3.70369699814221e-004°)
8.31763771102674e+003	(-3.93722023793314e+001dB,-3.87824649438968e-004°)
8.70963589956084e+003	(-3.93722023792797e+001dB,-4.06102220140989e-004°)
9.12010839355913e+003	(-3.93722023792236e+001dB,-4.25241179967413e-004°)
9.54992586021439e+003	(-3.93722023791614e+001dB,-4.45282124209269e-004°)
1.00000000000000e+004	(-3.93722023790932e+001dB,-4.66267560804561e-004°)
1.04712854805090e+004	(-3.93722023790185e+001dB,-4.88242001237034e-004°)
1.09647819614319e+004	(-3.93722023789364e+001dB,-5.11252054355532e-004°)
1.14815362149689e+004	(-3.93722023788462e+001dB,-5.35346525645345e-004°)
1.20226443461742e+004	(-3.93722023787470e+001dB,-5.60576520099189e-004°)
1.25892541179417e+004	(-3.93722023786385e+001dB,-5.86995551240280e-004°)
1.31825673855641e+004	(-3.93722023785190e+001dB,-6.14659654606292e-004°)
1.38038426460289e+004	(-3.93722023783875e+001dB,-6.43627505776711e-004°)
1.44543977074593e+004	(-3.93722023782431e+001dB,-6.73960545106981e-004°)
1.51356124843621e+004	(-3.93722023780845e+001dB,-7.05723108553085e-004°)
1.58489319246112e+004	(-3.93722023779099e+001dB,-7.38982563434747e-004°)
1.65958690743757e+004	(-3.93722023777178e+001dB,-7.73809451053945e-004°)
1.73780082874938e+004	(-3.93722023775065e+001dB,-8.10277637478112e-004°)
1.81970085860999e+004	(-3.93722023772740e+001dB,-8.48464468272750e-004°)
1.90546071796326e+004	(-3.93722023770180e+001dB,-8.88450933561832e-004°)
1.99526231496889e+004	(-3.93722023767360e+001dB,-9.30321839283031e-004°)
2.08929613085405e+004	(-3.93722023764254e+001dB,-9.74165987314634e-004°)
2.18776162394956e+004	(-3.93722023760830e+001dB,-1.02007636368299e-003°)
2.29086765276778e+004	(-3.93722023757052e+001dB,-1.06815033428505e-003°)
2.39883291901950e+004	(-3.93722023752886e+001dB,-1.11848985201831e-003°)
2.51188643150959e+004	(-3.93722023748286e+001dB,-1.17120167439735e-003°)
2.63026799189540e+004	(-3.93722023743202e+001dB,-1.22639758608508e-003°)
2.75422870333818e+004	(-3.93722023737586e+001dB,-1.28419463816627e-003°)
2.88403150312662e+004	(-3.93722023731377e+001dB,-1.34471539610513e-003°)
3.01995172040203e+004	(-3.93722023724497e+001dB,-1.40808819786262e-003°)
3.16227766016840e+004	(-3.93722023716881e+001dB,-1.47444742547126e-003°)
3.31131121482593e+004	(-3.93722023708437e+001dB,-1.54393379234947e-003°)
3.46736850452534e+004	(-3.93722023699074e+001dB,-1.61669463607279e-003°)
3.63078054770103e+004	(-3.93722023688669e+001dB,-1.69288423534020e-003°)
3.80189396320563e+004	(-3.93722023677109e+001dB,-1.77266413330026e-003°)
3.98107170553500e+004	(-3.93722023664248e+001dB,-1.85620347938951e-003°)
4.16869383470338e+004	(-3.93722023649922e+001dB,-1.94367938852084e-003°)
4.36515832240169e+004	(-3.93722023633950e+001dB,-2.03527731479014e-003°)
4.57088189614878e+004	(-3.93722023616125e+001dB,-2.13119144261442e-003°)
4.78630092322641e+004	(-3.93722023596206e+001dB,-2.23162509953671e-003°)
5.01187233627275e+004	(-3.93722023573924e+001dB,-2.33679118550721e-003°)
5.24807460249776e+004	(-3.93722023548963e+001dB,-2.44691262198331e-003°)
5.49540873857628e+004	(-3.93722023520983e+001dB,-2.56222282121794e-003°)
5.75439937337161e+004	(-3.93722023489560e+001dB,-2.68296618786358e-003°)
6.02559586074362e+004	(-3.93722023454247e+001dB,-2.80939862552908e-003°)
6.30957344480197e+004	(-3.93722023414502e+001dB,-2.94178808513512e-003°)
6.60693448007600e+004	(-3.93722023369723e+001dB,-3.08041512850399e-003°)
6.91830970918941e+004	(-3.93722023319218e+001dB,-3.22557352334346e-003°)
7.24435960074995e+004	(-3.93722023262184e+001dB,-3.37757086658204e-003°)
7.58577575029189e+004	(-3.93722023197724e+001dB,-3.53672922924436e-003°)
7.94328234724287e+004	(-3.93722023124793e+001dB,-3.70338585054289e-003°)
8.31763771102677e+004	(-3.93722023042211e+001dB,-3.87789383951654e-003°)
8.70963589956087e+004	(-3.93722022948626e+001dB,-4.06062293615791e-003°)
9.12010839355916e+004	(-3.93722022842507e+001dB,-4.25196029026451e-003°)
9.54992586021443e+004	(-3.93722022722106e+001dB,-4.45231128566319e-003°)
1.00000000000001e+005	(-3.93722022585445e+001dB,-4.66210040415862e-003°)
1.04712854805091e+005	(-3.93722022430286e+001dB,-4.88177212987557e-003°)
1.09647819614319e+005	(-3.93722022254091e+001dB,-5.11179189506088e-003°)
1.14815362149689e+005	(-3.93722022054021e+001dB,-5.35264707790216e-003°)
1.20226443461742e+005	(-3.93722021826871e+001dB,-5.60484803952754e-003°)
1.25892541179418e+005	(-3.93722021569048e+001dB,-5.86892922165813e-003°)
1.31825673855642e+005	(-3.93722021276541e+001dB,-6.14545028563944e-003°)
1.38038426460290e+005	(-3.93722020944886e+001dB,-6.43499731610906e-003°)
1.44543977074594e+005	(-3.93722020569112e+001dB,-6.73818407657518e-003°)
1.51356124843622e+005	(-3.93722020143720e+001dB,-7.05565332793592e-003°)
1.58489319246113e+005	(-3.93722019662629e+001dB,-7.38807820371158e-003°)
1.65958690743757e+005	(-3.93722019119143e+001dB,-7.73616366227049e-003°)
1.73780082874939e+005	(-3.93722018505908e+001dB,-8.10064799409442e-003°)
1.81970085861000e+005	(-3.93722017814858e+001dB,-8.48230440541796e-003°)
1.90546071796326e+005	(-3.93722017037174e+001dB,-8.88194268570282e-003°)
1.99526231496890e+005	(-3.93722016163234e+001dB,-9.30041092988287e-003°)
2.08929613085406e+005	(-3.93722015182555e+001dB,-9.73859736665296e-003°)
2.18776162394957e+005	(-3.93722014083726e+001dB,-1.01974322558116e-002°)
2.29086765276779e+005	(-3.93722012854362e+001dB,-1.06778898803744e-002°)
2.39883291901951e+005	(-3.93722011480998e+001dB,-1.11809906300835e-002°)
2.51188643150960e+005	(-3.93722009949036e+001dB,-1.17078031865537e-002°)
2.63026799189541e+005	(-3.93722008242634e+001dB,-1.22594468077006e-002°)
2.75422870333819e+005	(-3.93722006344601e+001dB,-1.28370937272819e-002°)
2.88403150312663e+005	(-3.93722004236291e+001dB,-1.34419716586612e-002°)
3.01995172040204e+005	(-3.93722001897457e+001dB,-1.40753664343673e-002°)
3.16227766016841e+005	(-3.93721999306117e+001dB,-1.47386247592483e-002°)
3.31131121482594e+005	(-3.93721996438377e+001dB,-1.54331571105425e-002°)
3.46736850452535e+005	(-3.93721993268273e+001dB,-1.61604407700219e-002°)
3.63078054770105e+005	(-3.93721989767551e+001dB,-1.69220230134217e-002°)
3.80189396320565e+005	(-3.93721985905465e+001dB,-1.77195244537955e-002°)
3.98107170553501e+005	(-3.93721981648541e+001dB,-1.85546425553485e-002°)
4.16869383470339e+005	(-3.93721976960318e+001dB,-1.94291553168824e-002°)
4.36515832240170e+005	(-3.93721971801085e+001dB,-2.03449251478334e-002°)
4.57088189614879e+005	(-3.93721966127560e+001dB,-2.13039029383213e-002°)
4.78630092322643e+005	(-3.93721959892605e+001dB,-2.23081323264771e-002°)
5.01187233627277e+005	(-3.93721953044868e+001dB,-2.33597541967936e-002°)
5.24807460249778e+005	(-3.93721945528424e+001dB,-2.44610114001531e-002°)
5.49540873857630e+005	(-3.93721937282385e+001dB,-2.56142537175037e-002°)
5.75439937337163e+005	(-3.93721928240514e+001dB,-2.68219430747784e-002°)
6.02559586074364e+005	(-3.93721918330772e+001dB,-2.80866590438762e-002°)
6.30957344480200e+005	(-3.93721907474891e+001dB,-2.94111046062496e-002°)
6.60693448007603e+005	(-3.93721895587885e+001dB,-3.07981122440248e-002°)
6.91830970918944e+005	(-3.93721882577585e+001dB,-3.22506503295382e-002°)
7.24435960074998e+005	(-3.93721868344120e+001dB,-3.37718298704559e-002°)
7.58577575029192e+005	(-3.93721852779423e+001dB,-3.53649116042909e-002°)
7.94328234724290e+005	(-3.93721835766705e+001dB,-3.70333134745519e-002°)
8.31763771102680e+005	(-3.93721817179949e+001dB,-3.87806185096868e-002°)
8.70963589956090e+005	(-3.93721796883412e+001dB,-4.06105831335430e-002°)
9.12010839355920e+005	(-3.93721774731139e+001dB,-4.25271459099456e-002°)
9.54992586021446e+005	(-3.93721750566530e+001dB,-4.45344367864551e-002°)
1.00000000000001e+006	(-3.93721724221948e+001dB,-4.66367868225083e-002°)
1.04712854805091e+006	(-3.93721695518407e+001dB,-4.88387384548682e-002°)
1.09647819614320e+006	(-3.93721664265357e+001dB,-5.11450563247318e-002°)
1.14815362149690e+006	(-3.93721630260583e+001dB,-5.35607386878693e-002°)
1.20226443461743e+006	(-3.93721593290284e+001dB,-5.60910294462487e-002°)
1.25892541179418e+006	(-3.93721553129324e+001dB,-5.87414308149547e-002°)
1.31825673855642e+006	(-3.93721509541744e+001dB,-6.15177166699396e-002°)
1.38038426460290e+006	(-3.93721462281547e+001dB,-6.44259465878013e-002°)
1.44543977074594e+006	(-3.93721411093836e+001dB,-6.74724805984980e-002°)
1.51356124843623e+006	(-3.93721355716348e+001dB,-7.06639946812055e-002°)
1.58489319246113e+006	(-3.93721295881457e+001dB,-7.40074970069998e-002°)
1.65958690743758e+006	(-3.93721231318721e+001dB,-7.75103449415039e-002°)
1.73780082874940e+006	(-3.93721161758031e+001dB,-8.11802627961102e-002°)
1.81970085861001e+006	(-3.93721086933434e+001dB,-8.50253603407232e-002°)
1.90546071796327e+006	(-3.93721006587720e+001dB,-8.90541520393695e-002°)
1.99526231496890e+006	(-3.93720920477812e+001dB,-9.32755769864174e-002°)
2.08929613085406e+006	(-3.93720828381027e+001dB,-9.76990195150811e-002°)
2.18776162394958e+006	(-3.93720730102250e+001dB,-1.02334330401058e-001°)
2.29086765276780e+006	(-3.93720625482037e+001dB,-1.07191848629560e-001°)
2.39883291901952e+006	(-3.93720514405626e+001dB,-1.12282423628069e-001°)
2.51188643150961e+006	(-3.93720396812854e+001dB,-1.17617437906031e-001°)
2.63026799189541e+006	(-3.93720272708853e+001dB,-1.23208830005583e-001°)
2.75422870333820e+006	(-3.93720142175443e+001dB,-1.29069117698724e-001°)
2.88403150312664e+006	(-3.93720005383024e+001dB,-1.35211421353704e-001°)
3.01995172040205e+006	(-3.93719862602754e+001dB,-1.41649487425167e-001°)
3.16227766016842e+006	(-3.93719714218750e+001dB,-1.48397712045904e-001°)
3.31131121482595e+006	(-3.93719560739957e+001dB,-1.55471164733613e-001°)
3.46736850452536e+006	(-3.93719402811398e+001dB,-1.62885612279356e-001°)
3.63078054770106e+006	(-3.93719241224355e+001dB,-1.70657542934142e-001°)
3.80189396320566e+006	(-3.93719076925178e+001dB,-1.78804191085373e-001°)
3.98107170553502e+006	(-3.93718911022305e+001dB,-1.87343562673598e-001°)
4.16869383470341e+006	(-3.93718744791235e+001dB,-1.96294461671866e-001°)
4.36515832240172e+006	(-3.93718579677193e+001dB,-2.05676518021949e-001°)
4.57088189614881e+006	(-3.93718417295370e+001dB,-2.15510217468378e-001°)
4.78630092322645e+006	(-3.93718259428732e+001dB,-2.25816933772632e-001°)
5.01187233627279e+006	(-3.93718108023534e+001dB,-2.36618963814462e-001°)
5.24807460249780e+006	(-3.93717965182820e+001dB,-2.47939566075857e-001°)
5.49540873857632e+006	(-3.93717833158360e+001dB,-2.59803002982475e-001°)
5.75439937337165e+006	(-3.93717714341576e+001dB,-2.72234587516449e-001°)
6.02559586074366e+006	(-3.93717611254134e+001dB,-2.85260734445673e-001°)
6.30957344480202e+006	(-3.93717526538968e+001dB,-2.98909016422041e-001°)
6.60693448007605e+006	(-3.93717462952494e+001dB,-3.13208225101804e-001°)
6.91830970918946e+006	(-3.93717423358827e+001dB,-3.28188437335548e-001°)
7.24435960075000e+006	(-3.93717410726682e+001dB,-3.43881086395619e-001°)
7.58577575029195e+006	(-3.93717428129646e+001dB,-3.60319038114416e-001°)
7.94328234724293e+006	(-3.93717478750298e+001dB,-3.77536671758214e-001°)
8.31763771102683e+006	(-3.93717565888592e+001dB,-3.95569965434185e-001°)
8.70963589956093e+006	(-3.93717692974732e+001dB,-4.14456585810201e-001°)
9.12010839355923e+006	(-3.93717863586662e+001dB,-4.34235981960271e-001°)
9.54992586021450e+006	(-3.93718081472107e+001dB,-4.54949483186419e-001°)
1.00000000000001e+007	(-3.93718350575069e+001dB,-4.76640400734945e-001°)
1.04712854805091e+007	(-3.93718675066546e+001dB,-4.99354133405284e-001°)
1.09647819614320e+007	(-3.93719059379174e+001dB,-5.23138277136563e-001°)
1.14815362149690e+007	(-3.93719508245490e+001dB,-5.48042738757376e-001°)
1.20226443461743e+007	(-3.93720026739446e+001dB,-5.74119854177940e-001°)
1.25892541179419e+007	(-3.93720620320851e+001dB,-6.01424511405113e-001°)
1.31825673855643e+007	(-3.93721294882336e+001dB,-6.30014278858355e-001°)
1.38038426460291e+007	(-3.93722056798519e+001dB,-6.59949539561578e-001°)
1.44543977074595e+007	(-3.93722912976979e+001dB,-6.91293631890415e-001°)
1.51356124843623e+007	(-3.93723870910622e+001dB,-7.24112997658915e-001°)
1.58489319246114e+007	(-3.93724938730980e+001dB,-7.58477338452226e-001°)
1.65958690743759e+007	(-3.93726125261872e+001dB,-7.94459781252059e-001°)
1.73780082874940e+007	(-3.93727440072766e+001dB,-8.32137054569182e-001°)
1.81970085861001e+007	(-3.93728893530878e+001dB,-8.71589676508518e-001°)
1.90546071796328e+007	(-3.93730496850914e+001dB,-9.12902156458033e-001°)
1.99526231496891e+007	(-3.93732262140879e+001dB,-9.56163212434739e-001°)
2.08929613085407e+007	(-3.93734202442010e+001dB,-1.00146600656591e+000°)
2.18776162394959e+007	(-3.93736331760194e+001dB,-1.04890840176600e+000°)
2.29086765276781e+007	(-3.93738665085526e+001dB,-1.09859324343618e+000°)
2.39883291901953e+007	(-3.93741218395642e+001dB,-1.15062867103092e+000°)
2.51188643150962e+007	(-3.93744008637149e+001dB,-1.20512846569412e+000°)
2.63026799189542e+007	(-3.93747053677928e+001dB,-1.26221244199019e+000°)
2.75422870333821e+007	(-3.93750372220988e+001dB,-1.32200689422443e+000°)
2.88403150312665e+007	(-3.93753983667928e+001dB,-1.38464511121421e+000°)
3.01995172040207e+007	(-3.93757907916834e+001dB,-1.45026797800074e+000°)
3.16227766016843e+007	(-3.93762165075252e+001dB,-1.51902468941505e+000°)
3.31131121482597e+007	(-3.93766775063788e+001dB,-1.59107360940794e+000°)
3.46736850452537e+007	(-3.93771757079566e+001dB,-1.66658332277462e+000°)
3.63078054770107e+007	(-3.93777128881246e+001dB,-1.74573394409185e+000°)
3.80189396320568e+007	(-3.93782905848686e+001dB,-1.82871877496271e+000°)
3.98107170553504e+007	(-3.93789099761217e+001dB,-1.91574643907911e+000°)
4.16869383470342e+007	(-3.93795717230644e+001dB,-2.00704368144043e+000°)
4.36515832240173e+007	(-3.93802757722411e+001dB,-2.10285910318106e+000°)
4.57088189614883e+007	(-3.93810211109428e+001dB,-2.20346823253539e+000°)
4.78630092322647e+007	(-3.93818054746169e+001dB,-2.30918053065908e+000°)
5.01187233627281e+007	(-3.93826250163364e+001dB,-2.42034923892119e+000°)
5.24807460249782e+007	(-3.93834739745611e+001dB,-2.53738545752785e+000°)
5.49540873857634e+007	(-3.93843444331020e+001dB,-2.66077860916865e+000°)
5.75439937337167e+007	(-3.93852263916405e+001dB,-2.79112664983753e+000°)
6.02559586074368e+007	(-3.93861086318860e+001dB,-2.92918127935993e+000°)
6.30957344480204e+007	(-3.93869814374740e+001dB,-3.07591625194908e+000°)
6.60693448007608e+007	(-3.93878434625427e+001dB,-3.23263075061065e+000°)
6.91830970918949e+007	(-3.93887177174393e+001dB,-3.40110343554696e+000°)
7.24435960075003e+007	(-3.93896873466477e+001dB,-3.58380979993888e+000°)
7.58577575029197e+007	(-3.93909734559899e+001dB,-3.78418142893296e+000°)
7.94328234724296e+007	(-3.93930972441857e+001dB,-4.00674017687785e+000°)
8.31763771102686e+007	(-3.93971849662689e+001dB,-4.25646253377528e+000°)
8.70963589956096e+007	(-3.94053936985924e+001dB,-4.53555858860797e+000°)
9.12010839355926e+007	(-3.94209365105276e+001dB,-4.83473024414284e+000°)
9.54992586021453e+007	(-3.94461054464177e+001dB,-5.12190593822089e+000°)
1.00000000000002e+008	(-3.94779210462405e+001dB,-5.35271198988552e+000°)
1.04712854805092e+008	(-3.95081002766475e+001dB,-5.51580039337272e+000°)
1.09647819614321e+008	(-3.95308718441707e+001dB,-5.64701063603846e+000°)
1.14815362149690e+008	(-3.95466639168144e+001dB,-5.78674131264083e+000°)
1.20226443461744e+008	(-3.95585012161036e+001dB,-5.95364572936341e+000°)
1.25892541179419e+008	(-3.95689436160347e+001dB,-6.15045581008152e+000°)
1.31825673855643e+008	(-3.95795137253032e+001dB,-6.37425150102627e+000°)
1.38038426460291e+008	(-3.95910150862170e+001dB,-6.62141230130223e+000°)
1.44543977074595e+008	(-3.96038672112325e+001dB,-6.88905703562267e+000°)
1.51356124843624e+008	(-3.96183062077583e+001dB,-7.17519318754519e+000°)
1.58489319246114e+008	(-3.96344876663085e+001dB,-7.47853947844032e+000°)
1.65958690743759e+008	(-3.96525366230449e+001dB,-7.79832376734260e+000°)
1.73780082874941e+008	(-3.96725713576329e+001dB,-8.13412547794130e+000°)
1.81970085861002e+008	(-3.96947146429665e+001dB,-8.48576534916373e+000°)
1.90546071796328e+008	(-3.97190990358424e+001dB,-8.85323141793332e+000°)
1.99526231496892e+008	(-3.97458693600216e+001dB,-9.23663036271687e+000°)
2.08929613085408e+008	(-3.97751838963571e+001dB,-9.63615625680555e+000°)
2.18776162394960e+008	(-3.98072150199116e+001dB,-1.00520714735206e+001°)
2.29086765276782e+008	(-3.98421496586804e+001dB,-1.04846964523548e+001°)
2.39883291901954e+008	(-3.98801897798660e+001dB,-1.09344063739269e+001°)
2.51188643150963e+008	(-3.99215530378513e+001dB,-1.14016336877057e+001°)
2.63026799189543e+008	(-3.99664736961294e+001dB,-1.18868760407785e+001°)
2.75422870333822e+008	(-4.00152039413529e+001dB,-1.23907095715171e+001°)
2.88403150312666e+008	(-4.00680157311384e+001dB,-1.29138078238402e+001°)
3.01995172040208e+008	(-4.01252033538068e+001dB,-1.34569667448346e+001°)
3.16227766016844e+008	(-4.01870869262133e+001dB,-1.40211363727587e+001°)
3.31131121482598e+008	(-4.02540171150354e+001dB,-1.46074599154014e+001°)
3.46736850452539e+008	(-4.03263814378438e+001dB,-1.52173209657463e+001°)
3.63078054770109e+008	(-4.04046125840547e+001dB,-1.58523996060827e+001°)
3.80189396320569e+008	(-4.04891992938157e+001dB,-1.65147381170677e+001°)
3.98107170553505e+008	(-4.05807004471340e+001dB,-1.72068169439797e+001°)
4.16869383470344e+008	(-4.06797631491622e+001dB,-1.79316414972419e+001°)
4.36515832240175e+008	(-4.07871457555552e+001dB,-1.86928403135127e+001°)
4.57088189614885e+008	(-4.09037469723992e+001dB,-1.94947751376692e+001°)
4.78630092322648e+008	(-4.10306424020346e+001dB,-2.03426637036118e+001°)
5.01187233627283e+008	(-4.11691302115356e+001dB,-2.12427165489911e+001°)
5.24807460249784e+008	(-4.13207880110565e+001dB,-2.22022903388359e+001°)
5.49540873857636e+008	(-4.14875436031497e+001dB,-2.32300622741861e+001°)
5.75439937337169e+008	(-4.16717630949702e+001dB,-2.43362338214100e+001°)
6.02559586074371e+008	(-4.18763611021548e+001dB,-2.55327781789852e+001°)
6.30957344480207e+008	(-4.21049396557236e+001dB,-2.68337562022069e+001°)
6.60693448007610e+008	(-4.23619653406235e+001dB,-2.82557426868200e+001°)
6.91830970918951e+008	(-4.26529987883194e+001dB,-2.98184338866004e+001°)
7.24435960075006e+008	(-4.29849979943695e+001dB,-3.15455570291894e+001°)
7.58577575029200e+008	(-4.33667288807747e+001dB,-3.34662910266677e+001°)
7.94328234724299e+008	(-4.38093362806331e+001dB,-3.56175701564832e+001°)
8.31763771102689e+008	(-4.43271617057682e+001dB,-3.80479547349511e+001°)
8.70963589956100e+008	(-4.49389505460663e+001dB,-4.08243839587972e+001°)
9.12010839355930e+008	(-4.56696861228059e+001dB,-4.40444796315560e+001°)
9.54992586021457e+008	(-4.65534380297104e+001dB,-4.78601764288022e+001°)
1.00000000000002e+009	(-4.76377882439784e+001dB,-5.25261565892891e+001°)
1.04712854805092e+009	(-4.89902134595170e+001dB,-5.85073130073389e+001°)
1.09647819614321e+009	(-5.07035274293375e+001dB,-6.67395322382781e+001°)
1.14815362149691e+009	(-5.28727914669011e+001dB,-7.93072605784295e+001°)
1.20226443461744e+009	(-5.53553472816077e+001dB,-1.00935981317183e+002°)
1.25892541179420e+009	(-5.66885559788932e+001dB,-1.36972514267145e+002°)
1.31825673855644e+009	(-5.48420219307383e+001dB,-1.73921649901885e+002°)
1.38038426460292e+009	(-5.16797752940756e+001dB,1.63201989721834e+002°)
1.44543977074596e+009	(-4.87995051282713e+001dB,1.49549211904017e+002°)
1.51356124843624e+009	(-4.63883643403883e+001dB,1.40170564458083e+002°)
1.58489319246115e+009	(-4.43584153390919e+001dB,1.32863990744002e+002°)
1.65958690743760e+009	(-4.26192880466043e+001dB,1.26649379838505e+002°)
1.73780082874942e+009	(-4.11062545896962e+001dB,1.21048112885076e+002°)
1.81970085861003e+009	(-3.97751888325622e+001dB,1.15806847965624e+002°)
1.90546071796329e+009	(-3.85959366379616e+001dB,1.10784976027516e+002°)
1.99526231496893e+009	(-3.75475490747056e+001dB,1.05904510048135e+002°)
2.08929613085409e+009	(-3.66150738053736e+001dB,1.01125678303877e+002°)
2.18776162394960e+009	(-3.57873638149997e+001dB,9.64337438487064e+001°)
2.29086765276783e+009	(-3.50555484710351e+001dB,9.18308724337320e+001°)
2.39883291901955e+009	(-3.44119708133904e+001dB,8.73303072962283e+001°)
2.51188643150964e+009	(-3.38494856369367e+001dB,8.29516913620413e+001°)
2.63026799189544e+009	(-3.33610517993716e+001dB,7.87171542995763e+001°)
2.75422870333823e+009	(-3.29395604110889e+001dB,7.46481399578414e+001°)
2.88403150312667e+009	(-3.25778366035153e+001dB,7.07630568940936e+001°)
3.01995172040209e+009	(-3.22687498027211e+001dB,6.70757963851530e+001°)
3.16227766016845e+009	(-3.20053724565825e+001dB,6.35950643890966e+001°)
3.31131121482599e+009	(-3.17811401213580e+001dB,6.03243814953915e+001°)
3.46736850452540e+009	(-3.15899828791691e+001dB,5.72625536891488e+001°)
3.63078054770110e+009	(-3.14264145962226e+001dB,5.44044135310295e+001°)
3.80189396320570e+009	(-3.12855793147730e+001dB,5.17416640664880e+001°)
3.98107170553507e+009	(-3.11632619286162e+001dB,4.92637082642581e+001°)
4.16869383470346e+009	(-3.10558735967920e+001dB,4.69583997563702e+001°)
4.36515832240177e+009	(-3.09604221117379e+001dB,4.48126968746297e+001°)
4.57088189614886e+009	(-3.08744745733417e+001dB,4.28132367682196e+001°)
4.78630092322650e+009	(-3.07961148299444e+001dB,4.09468656339137e+001°)
5.01187233627285e+009	(-3.07238919753785e+001dB,3.92011574590937e+001°)
5.24807460249786e+009	(-3.06567507712284e+001dB,3.75649174109050e+001°)
5.49540873857638e+009	(-3.05939345569557e+001dB,3.60285966060093e+001°)
5.75439937337171e+009	(-3.05348612776791e+001dB,3.45844736138936e+001°)
