Freq.	V(bf_source)
1.44543977074596e+004	(-2.33148364559157e+001dB,-1.01005384704778e-001°)
1.45657661552449e+004	(-2.33149179562857e+001dB,-1.00566096266919e-001°)
1.46779926762210e+004	(-2.33149986139317e+001dB,-1.00126638441970e-001°)
1.47910838816824e+004	(-2.33150784322621e+001dB,-9.96870793574038e-002°)
1.49050464338623e+004	(-2.33151574148090e+001dB,-9.92474862574075e-002°)
1.50198870463252e+004	(-2.33152355652224e+001dB,-9.88079254965017e-002°)
1.51356124843624e+004	(-2.33153128872679e+001dB,-9.83684625345082e-002°)
1.52522295653905e+004	(-2.33153893848228e+001dB,-9.79291619319357e-002°)
1.53697451593531e+004	(-2.33154650618716e+001dB,-9.74900873461839e-002°)
1.54881661891252e+004	(-2.33155399225021e+001dB,-9.70513015282804e-002°)
1.56074996309215e+004	(-2.33156139709037e+001dB,-9.66128663190514e-002°)
1.57277525147070e+004	(-2.33156872113611e+001dB,-9.61748426489617e-002°)
1.58489319246115e+004	(-2.33157596482519e+001dB,-9.57372905352832e-002°)
1.59710449993464e+004	(-2.33158312860441e+001dB,-9.53002690805563e-002°)
1.60940989326257e+004	(-2.33159021292899e+001dB,-9.48638364736532e-002°)
1.62181009735897e+004	(-2.33159721826247e+001dB,-9.44280499882151e-002°)
1.63430584272318e+004	(-2.33160414507629e+001dB,-9.39929659846203e-002°)
1.64689786548291e+004	(-2.33161099384934e+001dB,-9.35586399098325e-002°)
1.65958690743760e+004	(-2.33161776506775e+001dB,-9.31251262996434e-002°)
1.67237371610212e+004	(-2.33162445922455e+001dB,-9.26924787806029e-002°)
1.68525904475079e+004	(-2.33163107681927e+001dB,-9.22607500714044e-002°)
1.69824365246178e+004	(-2.33163761835766e+001dB,-9.18299919873614e-002°)
1.71132830416182e+004	(-2.33164408435144e+001dB,-9.14002554428646e-002°)
1.72451377067124e+004	(-2.33165047531779e+001dB,-9.09715904544478e-002°)
1.73780082874942e+004	(-2.33165679177935e+001dB,-9.05440461459734e-002°)
1.75119026114050e+004	(-2.33166303426358e+001dB,-9.01176707523056e-002°)
1.76468285661954e+004	(-2.33166920330268e+001dB,-8.96925116242697e-002°)
1.77827941003897e+004	(-2.33167529943328e+001dB,-8.92686152345112e-002°)
1.79198072237538e+004	(-2.33168132319610e+001dB,-8.88460271814584e-002°)
1.80578760077676e+004	(-2.33168727513566e+001dB,-8.84247921965642e-002°)
1.81970085861003e+004	(-2.33169315580003e+001dB,-8.80049541495115e-002°)
1.83372131550893e+004	(-2.33169896574068e+001dB,-8.75865560552330e-002°)
1.84784979742234e+004	(-2.33170470551191e+001dB,-8.71696400800138e-002°)
1.86208713666291e+004	(-2.33171037567093e+001dB,-8.67542475490548e-002°)
1.87643417195613e+004	(-2.33171597677741e+001dB,-8.63404189528470e-002°)
1.89089174848969e+004	(-2.33172150939324e+001dB,-8.59281939552688e-002°)
1.90546071796329e+004	(-2.33172697408243e+001dB,-8.55176114013943e-002°)
1.92014193863885e+004	(-2.33173237141068e+001dB,-8.51087093242589e-002°)
1.93493627539100e+004	(-2.33173770194526e+001dB,-8.47015249551195e-002°)
1.94984459975809e+004	(-2.33174296625479e+001dB,-8.42960947283463e-002°)
1.96486778999352e+004	(-2.33174816490896e+001dB,-8.38924542941347e-002°)
1.98000673111743e+004	(-2.33175329847842e+001dB,-8.34906385229947e-002°)
1.99526231496893e+004	(-2.33175836753442e+001dB,-8.30906815176691e-002°)
2.01063544025854e+004	(-2.33176337264873e+001dB,-8.26926166205514e-002°)
2.02612701262119e+004	(-2.33176831439338e+001dB,-8.22964764227893e-002°)
2.04173794466958e+004	(-2.33177319334050e+001dB,-8.19022927743724e-002°)
2.05746915604789e+004	(-2.33177801006208e+001dB,-8.15100967928441e-002°)
2.07332157348601e+004	(-2.33178276512986e+001dB,-8.11199188725821e-002°)
2.08929613085409e+004	(-2.33178745911515e+001dB,-8.07317886946144e-002°)
2.10539376921761e+004	(-2.33179209258848e+001dB,-8.03457352367575e-002°)
2.12161543689274e+004	(-2.33179666611971e+001dB,-7.99617867826661e-002°)
2.13796208950229e+004	(-2.33180118027771e+001dB,-7.95799709318214e-002°)
2.15443469003194e+004	(-2.33180563563015e+001dB,-7.92003146096700e-002°)
2.17103420888701e+004	(-2.33181003274347e+001dB,-7.88228440772216e-002°)
2.18776162394961e+004	(-2.33181437218267e+001dB,-7.84475849411754e-002°)
2.20461792063624e+004	(-2.33181865451117e+001dB,-7.80745621644409e-002°)
2.22160409195587e+004	(-2.33182288029069e+001dB,-7.77038000752822e-002°)
2.23872113856840e+004	(-2.33182705008103e+001dB,-7.73353223782067e-002°)
2.25597006884364e+004	(-2.33183116444014e+001dB,-7.69691521636245e-002°)
2.27335189892069e+004	(-2.33183522392371e+001dB,-7.66053119185186e-002°)
2.29086765276783e+004	(-2.33183922908534e+001dB,-7.62438235359500e-002°)
2.30851836224282e+004	(-2.33184318047620e+001dB,-7.58847083262380e-002°)
2.32630506715369e+004	(-2.33184707864504e+001dB,-7.55279870257600e-002°)
2.34422881531998e+004	(-2.33185092413799e+001dB,-7.51736798087228e-002°)
2.36229066263452e+004	(-2.33185471749858e+001dB,-7.48218062957112e-002°)
2.38049167312558e+004	(-2.33185845926751e+001dB,-7.44723855648607e-002°)
2.39883291901955e+004	(-2.33186214998262e+001dB,-7.41254361615264e-002°)
2.41731548080417e+004	(-2.33186579017884e+001dB,-7.37809761087206e-002°)
2.43594044729209e+004	(-2.33186938038795e+001dB,-7.34390229174762e-002°)
2.45470891568510e+004	(-2.33187292113872e+001dB,-7.30995935956421e-002°)
2.47362199163869e+004	(-2.33187641295655e+001dB,-7.27627046593027e-002°)
2.49268078932724e+004	(-2.33187985636361e+001dB,-7.24283721418789e-002°)
2.51188643150965e+004	(-2.33188325187878e+001dB,-7.20966116041049e-002°)
2.53124004959543e+004	(-2.33188660001737e+001dB,-7.17674381443318e-002°)
2.55074278371143e+004	(-2.33188990129123e+001dB,-7.14408664075999e-002°)
2.57039578276893e+004	(-2.33189315620860e+001dB,-7.11169105965198e-002°)
2.59020020453139e+004	(-2.33189636527413e+001dB,-7.07955844802791e-002°)
2.61015721568261e+004	(-2.33189952898874e+001dB,-7.04769014033415e-002°)
2.63026799189545e+004	(-2.33190264784963e+001dB,-7.01608742966132e-002°)
2.65053371790115e+004	(-2.33190572235011e+001dB,-6.98475156866108e-002°)
2.67095558755906e+004	(-2.33190875297971e+001dB,-6.95368377040374e-002°)
2.69153480392699e+004	(-2.33191174022409e+001dB,-6.92288520938096e-002°)
2.71227257933210e+004	(-2.33191468456479e+001dB,-6.89235702244237e-002°)
2.73317013544231e+004	(-2.33191758647954e+001dB,-6.86210030967027e-002°)
2.75422870333824e+004	(-2.33192044644201e+001dB,-6.83211613530268e-002°)
2.77544952358579e+004	(-2.33192326492171e+001dB,-6.80240552876192e-002°)
2.79683384630916e+004	(-2.33192604238414e+001dB,-6.77296948529873e-002°)
2.81838293126453e+004	(-2.33192877929064e+001dB,-6.74380896710785e-002°)
2.84009804791429e+004	(-2.33193147609841e+001dB,-6.71492490416692e-002°)
2.86198047550179e+004	(-2.33193413326043e+001dB,-6.68631819496917e-002°)
2.88403150312669e+004	(-2.33193675122549e+001dB,-6.65798970752851e-002°)
2.90625242982095e+004	(-2.33193933043816e+001dB,-6.62994028032789e-002°)
2.92864456462532e+004	(-2.33194187133873e+001dB,-6.60217072282815e-002°)
2.95120922666647e+004	(-2.33194437436326e+001dB,-6.57468181665387e-002°)
2.97394774523469e+004	(-2.33194683994346e+001dB,-6.54747431627845e-002°)
2.99686145986221e+004	(-2.33194926850679e+001dB,-6.52054894977841e-002°)
3.01995172040210e+004	(-2.33195166047640e+001dB,-6.49390641974075e-002°)
3.04321988710781e+004	(-2.33195401627106e+001dB,-6.46754740412547e-002°)
3.06666733071327e+004	(-2.33195633630525e+001dB,-6.44147255688852e-002°)
3.09029543251368e+004	(-2.33195862098915e+001dB,-6.41568250891743e-002°)
3.11410558444685e+004	(-2.33196087072850e+001dB,-6.39017786862434e-002°)
3.13809918917522e+004	(-2.33196308592473e+001dB,-6.36495922303511e-002°)
3.16227766016847e+004	(-2.33196526697498e+001dB,-6.34002713816775e-002°)
3.18664242178682e+004	(-2.33196741427195e+001dB,-6.31538216005915e-002°)
3.21119490936492e+004	(-2.33196952820402e+001dB,-6.29102481536807e-002°)
3.23593656929638e+004	(-2.33197160915525e+001dB,-6.26695561214695e-002°)
3.26086885911903e+004	(-2.33197365750526e+001dB,-6.24317504063337e-002°)
3.28599324760075e+004	(-2.33197567362947e+001dB,-6.21968357379050e-002°)
3.31131121482601e+004	(-2.33197765789887e+001dB,-6.19648166813169e-002°)
3.33682425228304e+004	(-2.33197961068011e+001dB,-6.17356976453472e-002°)
3.36253386295173e+004	(-2.33198153233556e+001dB,-6.15094828859465e-002°)
3.38844156139213e+004	(-2.33198342322331e+001dB,-6.12861765163541e-002°)
3.41454887383370e+004	(-2.33198528369707e+001dB,-6.10657825124635e-002°)
3.44085733826524e+004	(-2.33198711410631e+001dB,-6.08483047186025e-002°)
3.46736850452542e+004	(-2.33198891479623e+001dB,-6.06337468556611e-002°)
3.49408393439417e+004	(-2.33199068610776e+001dB,-6.04221125269649e-002°)
3.52100520168462e+004	(-2.33199242837755e+001dB,-6.02134052238898e-002°)
3.54813389233586e+004	(-2.33199414193808e+001dB,-6.00076283327484e-002°)
3.57547160450632e+004	(-2.33199582711758e+001dB,-5.98047851411835e-002°)
3.60301994866796e+004	(-2.33199748424009e+001dB,-5.96048788446132e-002°)
3.63078054770112e+004	(-2.33199911362544e+001dB,-5.94079125507995e-002°)
3.65875503699014e+004	(-2.33200071558933e+001dB,-5.92138892871077e-002°)
3.68694506451969e+004	(-2.33200229044339e+001dB,-5.90228120065780e-002°)
3.71535229097184e+004	(-2.33200383849498e+001dB,-5.88346835915999e-002°)
3.74397838982393e+004	(-2.33200536004746e+001dB,-5.86495068639752e-002°)
3.77282504744711e+004	(-2.33200685540011e+001dB,-5.84672845847546e-002°)
3.80189396320573e+004	(-2.33200832484813e+001dB,-5.82880194654068e-002°)
3.83118684955741e+004	(-2.33200976868270e+001dB,-5.81117141695435e-002°)
3.86070543215393e+004	(-2.33201118719098e+001dB,-5.79383713195678e-002°)
3.89045144994293e+004	(-2.33201258065615e+001dB,-5.77679935030207e-002°)
3.92042665527027e+004	(-2.33201394935747e+001dB,-5.76005832762150e-002°)
3.95063281398336e+004	(-2.33201529357022e+001dB,-5.74361431704076e-002°)
3.98107170553510e+004	(-2.33201661356579e+001dB,-5.72746756971975e-002°)
4.01174512308875e+004	(-2.33201790961166e+001dB,-5.71161833529158e-002°)
4.04265487362357e+004	(-2.33201918197154e+001dB,-5.69606686234067e-002°)
4.07380277804125e+004	(-2.33202043090518e+001dB,-5.68081339904360e-002°)
4.10519067127321e+004	(-2.33202165666868e+001dB,-5.66585819353146e-002°)
4.13682040238864e+004	(-2.33202285951427e+001dB,-5.65120149441230e-002°)
4.16869383470348e+004	(-2.33202403969043e+001dB,-5.63684355131744e-002°)
4.20081284589020e+004	(-2.33202519744200e+001dB,-5.62278461515096e-002°)
4.23317932808834e+004	(-2.33202633301010e+001dB,-5.60902493888429e-002°)
4.26579518801606e+004	(-2.33202744663215e+001dB,-5.59556477772928e-002°)
4.29866234708241e+004	(-2.33202853854201e+001dB,-5.58240438978376e-002°)
4.33178274150055e+004	(-2.33202960896991e+001dB,-5.56954403629571e-002°)
4.36515832240180e+004	(-2.33203065814253e+001dB,-5.55698398236482e-002°)
4.39879105595057e+004	(-2.33203168628303e+001dB,-5.54472449711711e-002°)
4.43268292346023e+004	(-2.33203269361104e+001dB,-5.53276585438381e-002°)
4.46683592150977e+004	(-2.33203368034271e+001dB,-5.52110833276214e-002°)
4.50125206206148e+004	(-2.33203464669078e+001dB,-5.50975221653208e-002°)
4.53593337257942e+004	(-2.33203559286456e+001dB,-5.49869779575089e-002°)
4.57088189614890e+004	(-2.33203651907005e+001dB,-5.48794536657805e-002°)
4.60609969159681e+004	(-2.33203742550978e+001dB,-5.47749523201263e-002°)
4.64158883361293e+004	(-2.33203831238309e+001dB,-5.46734770206396e-002°)
4.67735141287213e+004	(-2.33203917988601e+001dB,-5.45750309426257e-002°)
4.71338953615756e+004	(-2.33204002821127e+001dB,-5.44796173398721e-002°)
4.74970532648471e+004	(-2.33204085754846e+001dB,-5.43872395473723e-002°)
4.78630092322654e+004	(-2.33204166808397e+001dB,-5.42979009886468e-002°)
4.82317848223946e+004	(-2.33204246000103e+001dB,-5.42116051757818e-002°)
4.86034017599038e+004	(-2.33204323347978e+001dB,-5.41283557164619e-002°)
4.89778819368462e+004	(-2.33204398869730e+001dB,-5.40481563147147e-002°)
4.93552474139497e+004	(-2.33204472582758e+001dB,-5.39710107774345e-002°)
4.97355204219156e+004	(-2.33204544504164e+001dB,-5.38969230150057e-002°)
5.01187233627289e+004	(-2.33204614650754e+001dB,-5.38258970478981e-002°)
5.05048788109775e+004	(-2.33204683039038e+001dB,-5.37579370090219e-002°)
5.08940095151826e+004	(-2.33204749685236e+001dB,-5.36930471465942e-002°)
5.12861383991382e+004	(-2.33204814605283e+001dB,-5.36312318281821e-002°)
5.16812885632621e+004	(-2.33204877814831e+001dB,-5.35724955450264e-002°)
5.20794832859564e+004	(-2.33204939329250e+001dB,-5.35168429149993e-002°)
5.24807460249790e+004	(-2.33204999163638e+001dB,-5.34642786840361e-002°)
5.28851004188256e+004	(-2.33205057332820e+001dB,-5.34148077333206e-002°)
5.32925702881218e+004	(-2.33205113851345e+001dB,-5.33684350795769e-002°)
5.37031796370271e+004	(-2.33205168733511e+001dB,-5.33251658802060e-002°)
5.41169526546482e+004	(-2.33205221993343e+001dB,-5.32850054341894e-002°)
5.45339137164646e+004	(-2.33205273644618e+001dB,-5.32479591896220e-002°)
5.49540873857643e+004	(-2.33205323700851e+001dB,-5.32140327410858e-002°)
5.53774984150908e+004	(-2.33205372175311e+001dB,-5.31832318395179e-002°)
5.58041717477015e+004	(-2.33205419081018e+001dB,-5.31555623900855e-002°)
5.62341325190368e+004	(-2.33205464430758e+001dB,-5.31310304562789e-002°)
5.66674060582011e+004	(-2.33205508237066e+001dB,-5.31096422669756e-002°)
5.71040178894546e+004	(-2.33205550512252e+001dB,-5.30914042135432e-002°)
5.75439937337177e+004	(-2.33205591268395e+001dB,-5.30763228575056e-002°)
5.79873595100851e+004	(-2.33205630517337e+001dB,-5.30644049320678e-002°)
5.84341413373538e+004	(-2.33205668270707e+001dB,-5.30556573452036e-002°)
5.88843655355609e+004	(-2.33205704539911e+001dB,-5.30500871810813e-002°)
5.93380586275348e+004	(-2.33205739336142e+001dB,-5.30477017060585e-002°)
5.97952473404572e+004	(-2.33205772670382e+001dB,-5.30485083698930e-002°)
6.02559586074379e+004	(-2.33205804553398e+001dB,-5.30525148088357e-002°)
6.07202195691009e+004	(-2.33205834995767e+001dB,-5.30597288474880e-002°)
6.11880575751843e+004	(-2.33205864007858e+001dB,-5.30701585040147e-002°)
6.16595001861504e+004	(-2.33205891599846e+001dB,-5.30838119919123e-002°)
6.21345751748097e+004	(-2.33205917781715e+001dB,-5.31006977212992e-002°)
6.26133105279574e+004	(-2.33205942563271e+001dB,-5.31208243041217e-002°)
6.30957344480215e+004	(-2.33205965954124e+001dB,-5.31442005558331e-002°)
6.35818753547245e+004	(-2.33205987963714e+001dB,-5.31708354972481e-002°)
6.40717618867576e+004	(-2.33206008601307e+001dB,-5.32007383594992e-002°)
6.45654229034678e+004	(-2.33206027875997e+001dB,-5.32339185848992e-002°)
6.50628874865580e+004	(-2.33206045796712e+001dB,-5.32703858298325e-002°)
6.55641849418002e+004	(-2.33206062372229e+001dB,-5.33101499683381e-002°)
6.60693448007619e+004	(-2.33206077611148e+001dB,-5.33532210943345e-002°)
6.65783968225460e+004	(-2.33206091521935e+001dB,-5.33996095227471e-002°)
6.70913709955435e+004	(-2.33206104112905e+001dB,-5.34493257950957e-002°)
6.76082975392006e+004	(-2.33206115392226e+001dB,-5.35023806791270e-002°)
6.81292069057986e+004	(-2.33206125367927e+001dB,-5.35587851728679e-002°)
6.86541297822479e+004	(-2.33206134047906e+001dB,-5.36185505066366e-002°)
6.91830970918961e+004	(-2.33206141439930e+001dB,-5.36816881471590e-002°)
6.97161399963492e+004	(-2.33206147551645e+001dB,-5.37482097966295e-002°)
7.02532898973077e+004	(-2.33206152390570e+001dB,-5.38181273977373e-002°)
7.07945784384163e+004	(-2.33206155964118e+001dB,-5.38914531351385e-002°)
7.13400375071282e+004	(-2.33206158279580e+001dB,-5.39681994386123e-002°)
7.18896992365833e+004	(-2.33206159344151e+001dB,-5.40483789848160e-002°)
7.24435960075016e+004	(-2.33206159164922e+001dB,-5.41320046984608e-002°)
7.30017604500904e+004	(-2.33206157748887e+001dB,-5.42190897569455e-002°)
7.35642254459668e+004	(-2.33206155102950e+001dB,-5.43096475915116e-002°)
7.41310241300944e+004	(-2.33206151233933e+001dB,-5.44036918868268e-002°)
7.47021898927359e+004	(-2.33206146148566e+001dB,-5.45012365895488e-002°)
7.52777563814194e+004	(-2.33206139853517e+001dB,-5.46022959033715e-002°)
7.58577575029211e+004	(-2.33206132355373e+001dB,-5.47068842952764e-002°)
7.64422274252628e+004	(-2.33206123660663e+001dB,-5.48150164960665e-002°)
7.70312005797243e+004	(-2.33206113775847e+001dB,-5.49267075048715e-002°)
7.76247116628720e+004	(-2.33206102707338e+001dB,-5.50419725860947e-002°)
7.82227956386031e+004	(-2.33206090461498e+001dB,-5.51608272771803e-002°)
7.88254877402050e+004	(-2.33206077044640e+001dB,-5.52832873866501e-002°)
7.94328234724311e+004	(-2.33206062463043e+001dB,-5.54093689959811e-002°)
8.00448386135921e+004	(-2.33206046722946e+001dB,-5.55390884650480e-002°)
8.06615692176643e+004	(-2.33206029830567e+001dB,-5.56724624297880e-002°)
8.12830516164129e+004	(-2.33206011792100e+001dB,-5.58095078060182e-002°)
8.19093224215328e+004	(-2.33205992613720e+001dB,-5.59502417897161e-002°)
8.25404185268049e+004	(-2.33205972301587e+001dB,-5.60946818621222e-002°)
8.31763771102702e+004	(-2.33205950861863e+001dB,-5.62428457858458e-002°)
8.38172356364193e+004	(-2.33205928300709e+001dB,-5.63947516106916e-002°)
8.44630318584000e+004	(-2.33205904624283e+001dB,-5.65504176751865e-002°)
8.51138038202408e+004	(-2.33205879838763e+001dB,-5.67098626053189e-002°)
8.57695898590926e+004	(-2.33205853950338e+001dB,-5.68731053177540e-002°)
8.64304286074868e+004	(-2.33205826965230e+001dB,-5.70401650203475e-002°)
8.70963589956113e+004	(-2.33205798889680e+001dB,-5.72110612148842e-002°)
8.77674202536039e+004	(-2.33205769729963e+001dB,-5.73858136967475e-002°)
8.84436519138633e+004	(-2.33205739492407e+001dB,-5.75644425565185e-002°)
8.91250938133779e+004	(-2.33205708183372e+001dB,-5.77469681820462e-002°)
8.98117860960728e+004	(-2.33205675809280e+001dB,-5.79334112579661e-002°)
9.05037692151746e+004	(-2.33205642376608e+001dB,-5.81237927687524e-002°)
9.12010839355944e+004	(-2.33205607891906e+001dB,-5.83181339955271e-002°)
9.19037713363294e+004	(-2.33205572361777e+001dB,-5.85164565239861e-002°)
9.26118728128829e+004	(-2.33205535792924e+001dB,-5.87187822382018e-002°)
9.33254300797027e+004	(-2.33205498192112e+001dB,-5.89251333243890e-002°)
9.40444851726388e+004	(-2.33205459566213e+001dB,-5.91355322728537e-002°)
9.47690804514196e+004	(-2.33205419922181e+001dB,-5.93500018751283e-002°)
9.54992586021473e+004	(-2.33205379267081e+001dB,-5.95685652294621e-002°)
9.62350626398125e+004	(-2.33205337608081e+001dB,-5.97912457360481e-002°)
9.69765359108287e+004	(-2.33205294952470e+001dB,-6.00180671005690e-002°)
9.77237220955848e+004	(-2.33205251307648e+001dB,-6.02490533346138e-002°)
9.84766652110196e+004	(-2.33205206681149e+001dB,-6.04842287532747e-002°)
9.92354096132139e+004	(-2.33205161080639e+001dB,-6.07236179794360e-002°)
1.00000000000004e+005	(-2.33205114513920e+001dB,-6.09672459406187e-002°)
1.00770481413614e+005	(-2.33205066988947e+001dB,-6.12151378684610e-002°)
1.01546899243312e+005	(-2.33205018513818e+001dB,-6.14673193036930e-002°)
1.02329299228079e+005	(-2.33204969096797e+001dB,-6.17238160910130e-002°)
1.03117727459310e+005	(-2.33204918746307e+001dB,-6.19846543797606e-002°)
1.03912230383521e+005	(-2.33204867470946e+001dB,-6.22498606252976e-002°)
1.04712854805094e+005	(-2.33204815279486e+001dB,-6.25194615868376e-002°)
1.05519647889028e+005	(-2.33204762180885e+001dB,-6.27934843293161e-002°)
1.06332657163720e+005	(-2.33204708184289e+001dB,-6.30719562229100e-002°)
1.07151930523765e+005	(-2.33204653299037e+001dB,-6.33549049355267e-002°)
1.07977516232775e+005	(-2.33204597534677e+001dB,-6.36423584438539e-002°)
1.08809462926227e+005	(-2.33204540900958e+001dB,-6.39343450233401e-002°)
1.09647819614323e+005	(-2.33204483407845e+001dB,-6.42308932519240e-002°)
1.10492635684880e+005	(-2.33204425065526e+001dB,-6.45320320066370e-002°)
1.11343960906241e+005	(-2.33204365884410e+001dB,-6.48377904637467e-002°)
1.12201845430201e+005	(-2.33204305875143e+001dB,-6.51481980978575e-002°)
1.13066339794968e+005	(-2.33204245048604e+001dB,-6.54632846813298e-002°)
1.13937494928138e+005	(-2.33204183415923e+001dB,-6.57830802819488e-002°)
1.14815362149693e+005	(-2.33204120988471e+001dB,-6.61076152606548e-002°)
1.15699993175026e+005	(-2.33204057777879e+001dB,-6.64369202730406e-002°)
1.16591440117988e+005	(-2.33203993796040e+001dB,-6.67710262649482e-002°)
1.17489755493958e+005	(-2.33203929055109e+001dB,-6.71099644744601e-002°)
1.18394992222935e+005	(-2.33203863567517e+001dB,-6.74537664248120e-002°)
1.19307203632658e+005	(-2.33203797345968e+001dB,-6.78024639295144e-002°)
1.20226443461746e+005	(-2.33203730403460e+001dB,-6.81560890832280e-002°)
1.21152765862864e+005	(-2.33203662753261e+001dB,-6.85146742670542e-002°)
1.22086225405912e+005	(-2.33203594408948e+001dB,-6.88782521414888e-002°)
1.23026877081243e+005	(-2.33203525384387e+001dB,-6.92468556467656e-002°)
1.23974776302899e+005	(-2.33203455693752e+001dB,-6.96205179989927e-002°)
1.24929978911878e+005	(-2.33203385351520e+001dB,-6.99992726914754e-002°)
1.25892541179422e+005	(-2.33203314372491e+001dB,-7.03831534880654e-002°)
1.26862519810331e+005	(-2.33203242771767e+001dB,-7.07721944249744e-002°)
1.27839971946308e+005	(-2.33203170564786e+001dB,-7.11664298038968e-002°)
1.28824955169319e+005	(-2.33203097767301e+001dB,-7.15658941958398e-002°)
1.29817527504990e+005	(-2.33203024395407e+001dB,-7.19706224317524e-002°)
1.30817747426025e+005	(-2.33202950465523e+001dB,-7.23806496056448e-002°)
1.31825673855646e+005	(-2.33202875994415e+001dB,-7.27960110685581e-002°)
1.32841366171071e+005	(-2.33202800999179e+001dB,-7.32167424278788e-002°)
1.33864884207005e+005	(-2.33202725497278e+001dB,-7.36428795419654e-002°)
1.34896288259171e+005	(-2.33202649506502e+001dB,-7.40744585223679e-002°)
1.35935639087858e+005	(-2.33202573045006e+001dB,-7.45115157267263e-002°)
1.36982997921503e+005	(-2.33202496131304e+001dB,-7.49540877552714e-002°)
1.38038426460294e+005	(-2.33202418784261e+001dB,-7.54022114546340e-002°)
1.39101986879811e+005	(-2.33202341023110e+001dB,-7.58559239057873e-002°)
1.40173741834683e+005	(-2.33202262867444e+001dB,-7.63152624284090e-002°)
1.41253754462281e+005	(-2.33202184337231e+001dB,-7.67802645748052e-002°)
1.42342088386440e+005	(-2.33202105452806e+001dB,-7.72509681273437e-002°)
1.43438807721203e+005	(-2.33202026234872e+001dB,-7.77274110962248e-002°)
1.44543977074599e+005	(-2.33201946704513e+001dB,-7.82096317131725e-002°)
1.45657661552452e+005	(-2.33201866883182e+001dB,-7.86976684360522e-002°)
1.46779926762213e+005	(-2.33201786792719e+001dB,-7.91915599370395e-002°)
1.47910838816827e+005	(-2.33201706455340e+001dB,-7.96913451047544e-002°)
1.49050464338626e+005	(-2.33201625893641e+001dB,-8.01970630410381e-002°)
1.50198870463255e+005	(-2.33201545130598e+001dB,-8.07087530547524e-002°)
1.51356124843627e+005	(-2.33201464189578e+001dB,-8.12264546649365e-002°)
1.52522295653908e+005	(-2.33201383094324e+001dB,-8.17502075901771e-002°)
1.53697451593534e+005	(-2.33201301868968e+001dB,-8.22800517506624e-002°)
1.54881661891255e+005	(-2.33201220538032e+001dB,-8.28160272645869e-002°)
1.56074996309218e+005	(-2.33201139126409e+001dB,-8.33581744454742e-002°)
1.57277525147073e+005	(-2.33201057659394e+001dB,-8.39065337974386e-002°)
1.58489319246118e+005	(-2.33200976162663e+001dB,-8.44611460138230e-002°)
1.59710449993467e+005	(-2.33200894662269e+001dB,-8.50220519740954e-002°)
1.60940989326260e+005	(-2.33200813184663e+001dB,-8.55892927419704e-002°)
1.62181009735900e+005	(-2.33200731756670e+001dB,-8.61629095595774e-002°)
1.63430584272321e+005	(-2.33200650405504e+001dB,-8.67429438497107e-002°)
1.64689786548294e+005	(-2.33200569158758e+001dB,-8.73294372121124e-002°)
1.65958690743763e+005	(-2.33200488044414e+001dB,-8.79224314137903e-002°)
1.67237371610215e+005	(-2.33200407090825e+001dB,-8.85219683983414e-002°)
1.68525904475082e+005	(-2.33200326326731e+001dB,-8.91280902760768e-002°)
1.69824365246182e+005	(-2.33200245781244e+001dB,-8.97408393207800e-002°)
1.71132830416185e+005	(-2.33200165483853e+001dB,-9.03602579744361e-002°)
1.72451377067128e+005	(-2.33200085464421e+001dB,-9.09863888372866e-002°)
1.73780082874945e+005	(-2.33200005753182e+001dB,-9.16192746715031e-002°)
1.75119026114053e+005	(-2.33199926380739e+001dB,-9.22589583968021e-002°)
1.76468285661958e+005	(-2.33199847378064e+001dB,-9.29054830883804e-002°)
1.77827941003900e+005	(-2.33199768776492e+001dB,-9.35588919757004e-002°)
1.79198072237541e+005	(-2.33199690607719e+001dB,-9.42192284439516e-002°)
1.80578760077680e+005	(-2.33199612903801e+001dB,-9.48865360256347e-002°)
1.81970085861006e+005	(-2.33199535697149e+001dB,-9.55608584064755e-002°)
1.83372131550896e+005	(-2.33199459020528e+001dB,-9.62422394210848e-002°)
1.84784979742237e+005	(-2.33199382907057e+001dB,-9.69307230493519e-002°)
1.86208713666295e+005	(-2.33199307390196e+001dB,-9.76263534203667e-002°)
1.87643417195617e+005	(-2.33199232503749e+001dB,-9.83291748092634e-002°)
1.89089174848972e+005	(-2.33199158281860e+001dB,-9.90392316349501e-002°)
1.90546071796333e+005	(-2.33199084759021e+001dB,-9.97565684625474e-002°)
1.92014193863889e+005	(-2.33199011970039e+001dB,-1.00481230003135e-001°)
1.93493627539104e+005	(-2.33198939950065e+001dB,-1.01213261107731e-001°)
1.94984459975813e+005	(-2.33198868734571e+001dB,-1.01952706775322e-001°)
1.96486778999355e+005	(-2.33198798359349e+001dB,-1.02699612147441e-001°)
1.98000673111747e+005	(-2.33198728860514e+001dB,-1.03454022510322e-001°)
1.99526231496897e+005	(-2.33198660274496e+001dB,-1.04215983295123e-001°)
2.01063544025858e+005	(-2.33198592638029e+001dB,-1.04985540076863e-001°)
2.02612701262123e+005	(-2.33198525988163e+001dB,-1.05762738578989e-001°)
2.04173794466962e+005	(-2.33198460362248e+001dB,-1.06547624669520e-001°)
2.05746915604793e+005	(-2.33198395797935e+001dB,-1.07340244365452e-001°)
2.07332157348605e+005	(-2.33198332333168e+001dB,-1.08140643831864e-001°)
2.08929613085413e+005	(-2.33198270006186e+001dB,-1.08948869383352e-001°)
