LECROYWR640Zi,55774,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,18-Nov-2019 09:45:25,0                 
Time,Ampl
-1.5e-10,-0.00182809
-1e-10,-0.00184096
-5e-11,-0.00185383
-9.91324e-24,-0.00185383
5e-11,-0.00184096
1e-10,-0.00182809
1.5e-10,-0.00181521
2e-10,-0.00180234
2.5e-10,-0.00178946
3e-10,-0.00180234
3.5e-10,-0.00180234
4e-10,-0.00180234
4.5e-10,-0.00180234
5e-10,-0.00181521
5.5e-10,-0.00182809
6e-10,-0.00185383
6.5e-10,-0.00186671
7e-10,-0.00186671
7.5e-10,-0.00186671
8e-10,-0.00186671
8.5e-10,-0.00186671
9e-10,-0.00186671
9.5e-10,-0.00185383
1e-09,-0.00185383
1.05e-09,-0.00184096
1.1e-09,-0.00185383
1.15e-09,-0.00186671
1.2e-09,-0.00187958
1.25e-09,-0.00187958
1.3e-09,-0.00187958
1.35e-09,-0.00189245
1.4e-09,-0.00189245
1.45e-09,-0.00187958
1.5e-09,-0.00186671
1.55e-09,-0.00186671
1.6e-09,-0.00185383
1.65e-09,-0.00186671
1.7e-09,-0.00186671
1.75e-09,-0.00187958
1.8e-09,-0.00187958
1.85e-09,-0.00186671
1.9e-09,-0.00185383
1.95e-09,-0.00182809
2e-09,-0.00181521
2.05e-09,-0.00181521
2.1e-09,-0.00180234
2.15e-09,-0.00180234
2.2e-09,-0.00180234
2.25e-09,-0.00180234
2.3e-09,-0.00178946
2.35e-09,-0.00177659
2.4e-09,-0.00177659
2.45e-09,-0.00177659
2.5e-09,-0.00177659
2.55e-09,-0.00177659
2.6e-09,-0.00177659
2.65e-09,-0.00180234
2.7e-09,-0.00182809
2.75e-09,-0.00185383
2.8e-09,-0.00186671
2.85e-09,-0.00186671
2.9e-09,-0.00185383
2.95e-09,-0.00184096
3e-09,-0.00182809
3.05e-09,-0.00181521
3.1e-09,-0.00181521
3.15e-09,-0.00181521
3.2e-09,-0.00182809
3.25e-09,-0.00184096
3.3e-09,-0.00185383
3.35e-09,-0.00186671
3.4e-09,-0.00187958
3.45e-09,-0.00189245
3.5e-09,-0.00187958
3.55e-09,-0.00187958
3.6e-09,-0.00187958
3.65e-09,-0.00187958
3.7e-09,-0.00186671
3.75e-09,-0.00185383
3.8e-09,-0.00185383
3.85e-09,-0.00184096
3.9e-09,-0.00184096
3.95e-09,-0.00181521
4e-09,-0.00180234
4.05e-09,-0.00180234
4.1e-09,-0.00180234
4.15e-09,-0.00178946
4.2e-09,-0.00178946
4.25e-09,-0.00180234
4.3e-09,-0.00182809
4.35e-09,-0.00184096
4.4e-09,-0.00184096
4.45e-09,-0.00184096
4.5e-09,-0.00182809
4.55e-09,-0.00182809
4.6e-09,-0.00181521
4.65e-09,-0.00181521
4.7e-09,-0.00181521
4.75e-09,-0.00181521
4.8e-09,-0.00182809
4.85e-09,-0.00184096
4.9e-09,-0.00185383
4.95e-09,-0.00186671
5e-09,-0.00187958
